FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Geographic Identifier,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037403316,Census Tract 4033.16,"Census Tract 4033.16, Los Angeles County, California",6,37,403316,14000US06037403316,7108,2456,2318,1699,619
6037403317,Census Tract 4033.17,"Census Tract 4033.17, Los Angeles County, California",6,37,403317,14000US06037403317,4676,1454,1448,1295,153
6037403318,Census Tract 4033.18,"Census Tract 4033.18, Los Angeles County, California",6,37,403318,14000US06037403318,6360,2003,1966,1503,463
6037403319,Census Tract 4033.19,"Census Tract 4033.19, Los Angeles County, California",6,37,403319,14000US06037403319,4280,1635,1544,967,577
6037403320,Census Tract 4033.20,"Census Tract 4033.20, Los Angeles County, California",6,37,403320,14000US06037403320,5022,1693,1581,1325,256
6037403321,Census Tract 4033.21,"Census Tract 4033.21, Los Angeles County, California",6,37,403321,14000US06037403321,6366,1927,1893,1389,504
6037403322,Census Tract 4033.22,"Census Tract 4033.22, Los Angeles County, California",6,37,403322,14000US06037403322,3773,1226,1226,875,351
6037403323,Census Tract 4033.23,"Census Tract 4033.23, Los Angeles County, California",6,37,403323,14000US06037403323,5421,1799,1745,1281,464
6037403324,Census Tract 4033.24,"Census Tract 4033.24, Los Angeles County, California",6,37,403324,14000US06037403324,7045,2234,2084,1653,431
6037403325,Census Tract 4033.25,"Census Tract 4033.25, Los Angeles County, California",6,37,403325,14000US06037403325,5155,1619,1610,1253,357
6037403401,Census Tract 4034.01,"Census Tract 4034.01, Los Angeles County, California",6,37,403401,14000US06037403401,5363,1642,1578,1226,352
6037403402,Census Tract 4034.02,"Census Tract 4034.02, Los Angeles County, California",6,37,403402,14000US06037403402,3763,1100,1056,867,189
6037403403,Census Tract 4034.03,"Census Tract 4034.03, Los Angeles County, California",6,37,403403,14000US06037403403,5006,1654,1556,1415,141
6037403404,Census Tract 4034.04,"Census Tract 4034.04, Los Angeles County, California",6,37,403404,14000US06037403404,2444,791,738,655,83
6037403405,Census Tract 4034.05,"Census Tract 4034.05, Los Angeles County, California",6,37,403405,14000US06037403405,1746,535,535,462,73
6037403406,Census Tract 4034.06,"Census Tract 4034.06, Los Angeles County, California",6,37,403406,14000US06037403406,3019,919,901,644,257
6037403407,Census Tract 4034.07,"Census Tract 4034.07, Los Angeles County, California",6,37,403407,14000US06037403407,2233,827,718,669,49
6037403408,Census Tract 4034.08,"Census Tract 4034.08, Los Angeles County, California",6,37,403408,14000US06037403408,6434,2099,1956,1723,233
6037403500,Census Tract 4035,"Census Tract 4035, Los Angeles County, California",6,37,403500,14000US06037403500,1866,617,548,383,165
6037403600,Census Tract 4036,"Census Tract 4036, Los Angeles County, California",6,37,403600,14000US06037403600,6895,2285,2202,1506,696
6037403702,Census Tract 4037.02,"Census Tract 4037.02, Los Angeles County, California",6,37,403702,14000US06037403702,3747,1127,1083,958,125
6037403703,Census Tract 4037.03,"Census Tract 4037.03, Los Angeles County, California",6,37,403703,14000US06037403703,4646,1653,1552,1251,301
6037403721,Census Tract 4037.21,"Census Tract 4037.21, Los Angeles County, California",6,37,403721,14000US06037403721,4869,1642,1534,984,550
6037403722,Census Tract 4037.22,"Census Tract 4037.22, Los Angeles County, California",6,37,403722,14000US06037403722,5785,1752,1723,726,997
6037403801,Census Tract 4038.01,"Census Tract 4038.01, Los Angeles County, California",6,37,403801,14000US06037403801,6491,2023,1924,1218,706
6037403802,Census Tract 4038.02,"Census Tract 4038.02, Los Angeles County, California",6,37,403802,14000US06037403802,6412,2006,1878,1017,861
6037403901,Census Tract 4039.01,"Census Tract 4039.01, Los Angeles County, California",6,37,403901,14000US06037403901,3279,953,913,748,165
6037403902,Census Tract 4039.02,"Census Tract 4039.02, Los Angeles County, California",6,37,403902,14000US06037403902,5061,1530,1512,1084,428
6037404000,Census Tract 4040,"Census Tract 4040, Los Angeles County, California",6,37,404000,14000US06037404000,4733,1348,1296,806,490
6037404100,Census Tract 4041,"Census Tract 4041, Los Angeles County, California",6,37,404100,14000US06037404100,6849,1487,1467,925,542
6037404201,Census Tract 4042.01,"Census Tract 4042.01, Los Angeles County, California",6,37,404201,14000US06037404201,3672,1048,991,512,479
6037404202,Census Tract 4042.02,"Census Tract 4042.02, Los Angeles County, California",6,37,404202,14000US06037404202,4058,814,735,401,334
6037404301,Census Tract 4043.01,"Census Tract 4043.01, Los Angeles County, California",6,37,404301,14000US06037404301,5448,1460,1397,482,915
6037404302,Census Tract 4043.02,"Census Tract 4043.02, Los Angeles County, California",6,37,404302,14000US06037404302,2190,572,572,350,222
6037404401,Census Tract 4044.01,"Census Tract 4044.01, Los Angeles County, California",6,37,404401,14000US06037404401,3790,987,948,558,390
6037404402,Census Tract 4044.02,"Census Tract 4044.02, Los Angeles County, California",6,37,404402,14000US06037404402,4947,1218,1086,570,516
6037404501,Census Tract 4045.01,"Census Tract 4045.01, Los Angeles County, California",6,37,404501,14000US06037404501,2684,652,638,361,277
6037404503,Census Tract 4045.03,"Census Tract 4045.03, Los Angeles County, California",6,37,404503,14000US06037404503,2721,793,728,555,173
6037404504,Census Tract 4045.04,"Census Tract 4045.04, Los Angeles County, California",6,37,404504,14000US06037404504,4595,1362,1303,503,800
6037404600,Census Tract 4046,"Census Tract 4046, Los Angeles County, California",6,37,404600,14000US06037404600,1405,415,381,276,105
6037404701,Census Tract 4047.01,"Census Tract 4047.01, Los Angeles County, California",6,37,404701,14000US06037404701,5650,1356,1238,726,512
6037404702,Census Tract 4047.02,"Census Tract 4047.02, Los Angeles County, California",6,37,404702,14000US06037404702,5812,1458,1399,697,702
6037404703,Census Tract 4047.03,"Census Tract 4047.03, Los Angeles County, California",6,37,404703,14000US06037404703,3154,789,744,311,433
6037404801,Census Tract 4048.01,"Census Tract 4048.01, Los Angeles County, California",6,37,404801,14000US06037404801,8226,1959,1929,924,1005
6037404802,Census Tract 4048.02,"Census Tract 4048.02, Los Angeles County, California",6,37,404802,14000US06037404802,4768,1146,1071,474,597
6037404803,Census Tract 4048.03,"Census Tract 4048.03, Los Angeles County, California",6,37,404803,14000US06037404803,1787,455,447,280,167
6037404901,Census Tract 4049.01,"Census Tract 4049.01, Los Angeles County, California",6,37,404901,14000US06037404901,5722,1358,1280,834,446
6037404902,Census Tract 4049.02,"Census Tract 4049.02, Los Angeles County, California",6,37,404902,14000US06037404902,4153,954,954,679,275
6037404903,Census Tract 4049.03,"Census Tract 4049.03, Los Angeles County, California",6,37,404903,14000US06037404903,2659,711,686,422,264
6037405001,Census Tract 4050.01,"Census Tract 4050.01, Los Angeles County, California",6,37,405001,14000US06037405001,6116,1391,1322,1003,319
6037405002,Census Tract 4050.02,"Census Tract 4050.02, Los Angeles County, California",6,37,405002,14000US06037405002,3089,702,667,447,220
6037405101,Census Tract 4051.01,"Census Tract 4051.01, Los Angeles County, California",6,37,405101,14000US06037405101,5748,1226,1187,722,465
6037405102,Census Tract 4051.02,"Census Tract 4051.02, Los Angeles County, California",6,37,405102,14000US06037405102,4559,1433,1277,654,623
6037405201,Census Tract 4052.01,"Census Tract 4052.01, Los Angeles County, California",6,37,405201,14000US06037405201,4957,1390,1313,701,612
6037405202,Census Tract 4052.02,"Census Tract 4052.02, Los Angeles County, California",6,37,405202,14000US06037405202,4833,1287,1211,613,598
6037405203,Census Tract 4052.03,"Census Tract 4052.03, Los Angeles County, California",6,37,405203,14000US06037405203,3668,842,812,547,265
6037405301,Census Tract 4053.01,"Census Tract 4053.01, Los Angeles County, California",6,37,405301,14000US06037405301,3501,1060,989,492,497
6037405302,Census Tract 4053.02,"Census Tract 4053.02, Los Angeles County, California",6,37,405302,14000US06037405302,5689,1548,1512,851,661
6037405400,Census Tract 4054,"Census Tract 4054, Los Angeles County, California",6,37,405400,14000US06037405400,4899,1327,1268,1121,147
6037405500,Census Tract 4055,"Census Tract 4055, Los Angeles County, California",6,37,405500,14000US06037405500,6689,1928,1880,1428,452
6037405600,Census Tract 4056,"Census Tract 4056, Los Angeles County, California",6,37,405600,14000US06037405600,5724,1661,1642,1212,430
6037405701,Census Tract 4057.01,"Census Tract 4057.01, Los Angeles County, California",6,37,405701,14000US06037405701,4103,1114,1114,834,280
6037405702,Census Tract 4057.02,"Census Tract 4057.02, Los Angeles County, California",6,37,405702,14000US06037405702,5058,1543,1492,1036,456
6037405800,Census Tract 4058,"Census Tract 4058, Los Angeles County, California",6,37,405800,14000US06037405800,5882,1699,1620,1031,589
6037405900,Census Tract 4059,"Census Tract 4059, Los Angeles County, California",6,37,405900,14000US06037405900,4027,1216,1194,833,361
6037406000,Census Tract 4060,"Census Tract 4060, Los Angeles County, California",6,37,406000,14000US06037406000,5188,1628,1482,1010,472
6037406101,Census Tract 4061.01,"Census Tract 4061.01, Los Angeles County, California",6,37,406101,14000US06037406101,3110,1226,1191,444,747
6037406102,Census Tract 4061.02,"Census Tract 4061.02, Los Angeles County, California",6,37,406102,14000US06037406102,5946,2275,2157,477,1680
6037406200,Census Tract 4062,"Census Tract 4062, Los Angeles County, California",6,37,406200,14000US06037406200,5860,1907,1883,740,1143
6037406300,Census Tract 4063,"Census Tract 4063, Los Angeles County, California",6,37,406300,14000US06037406300,5842,1760,1679,1223,456
6037406402,Census Tract 4064.02,"Census Tract 4064.02, Los Angeles County, California",6,37,406402,14000US06037406402,2289,624,601,540,61
6037406411,Census Tract 4064.11,"Census Tract 4064.11, Los Angeles County, California",6,37,406411,14000US06037406411,2231,532,532,405,127
6037406412,Census Tract 4064.12,"Census Tract 4064.12, Los Angeles County, California",6,37,406412,14000US06037406412,2479,799,750,644,106
6037406500,Census Tract 4065,"Census Tract 4065, Los Angeles County, California",6,37,406500,14000US06037406500,6376,2023,1888,1286,602
6037406601,Census Tract 4066.01,"Census Tract 4066.01, Los Angeles County, California",6,37,406601,14000US06037406601,5676,1476,1403,1200,203
6037406602,Census Tract 4066.02,"Census Tract 4066.02, Los Angeles County, California",6,37,406602,14000US06037406602,5423,1283,1283,928,355
6037406701,Census Tract 4067.01,"Census Tract 4067.01, Los Angeles County, California",6,37,406701,14000US06037406701,3105,910,885,578,307
6037406702,Census Tract 4067.02,"Census Tract 4067.02, Los Angeles County, California",6,37,406702,14000US06037406702,5977,1897,1665,912,753
6037406800,Census Tract 4068,"Census Tract 4068, Los Angeles County, California",6,37,406800,14000US06037406800,4661,1331,1310,1122,188
6037406901,Census Tract 4069.01,"Census Tract 4069.01, Los Angeles County, California",6,37,406901,14000US06037406901,4763,1218,1140,660,480
6037406902,Census Tract 4069.02,"Census Tract 4069.02, Los Angeles County, California",6,37,406902,14000US06037406902,3663,866,852,649,203
6037407001,Census Tract 4070.01,"Census Tract 4070.01, Los Angeles County, California",6,37,407001,14000US06037407001,6424,1265,1247,954,293
6037407002,Census Tract 4070.02,"Census Tract 4070.02, Los Angeles County, California",6,37,407002,14000US06037407002,3606,779,753,594,159
6037407101,Census Tract 4071.01,"Census Tract 4071.01, Los Angeles County, California",6,37,407101,14000US06037407101,4943,1165,1165,753,412
6037407102,Census Tract 4071.02,"Census Tract 4071.02, Los Angeles County, California",6,37,407102,14000US06037407102,5687,1255,1212,855,357
6037407200,Census Tract 4072,"Census Tract 4072, Los Angeles County, California",6,37,407200,14000US06037407200,7273,1610,1582,1077,505
6037407301,Census Tract 4073.01,"Census Tract 4073.01, Los Angeles County, California",6,37,407301,14000US06037407301,4941,1102,1102,747,355
6037407302,Census Tract 4073.02,"Census Tract 4073.02, Los Angeles County, California",6,37,407302,14000US06037407302,3609,775,775,646,129
6037407400,Census Tract 4074,"Census Tract 4074, Los Angeles County, California",6,37,407400,14000US06037407400,1944,543,531,428,103
6037407501,Census Tract 4075.01,"Census Tract 4075.01, Los Angeles County, California",6,37,407501,14000US06037407501,4570,1056,1016,571,445
6037407502,Census Tract 4075.02,"Census Tract 4075.02, Los Angeles County, California",6,37,407502,14000US06037407502,4127,924,856,620,236
6037407601,Census Tract 4076.01,"Census Tract 4076.01, Los Angeles County, California",6,37,407601,14000US06037407601,4257,1127,1074,425,649
6037407602,Census Tract 4076.02,"Census Tract 4076.02, Los Angeles County, California",6,37,407602,14000US06037407602,3980,930,926,601,325
6037407701,Census Tract 4077.01,"Census Tract 4077.01, Los Angeles County, California",6,37,407701,14000US06037407701,4971,1245,1128,478,650
6037407702,Census Tract 4077.02,"Census Tract 4077.02, Los Angeles County, California",6,37,407702,14000US06037407702,6920,1677,1609,1149,460
6037407801,Census Tract 4078.01,"Census Tract 4078.01, Los Angeles County, California",6,37,407801,14000US06037407801,5976,1104,1087,895,192
6037407802,Census Tract 4078.02,"Census Tract 4078.02, Los Angeles County, California",6,37,407802,14000US06037407802,3596,807,771,655,116
6037407900,Census Tract 4079,"Census Tract 4079, Los Angeles County, California",6,37,407900,14000US06037407900,6671,1538,1527,1124,403
6037408003,Census Tract 4080.03,"Census Tract 4080.03, Los Angeles County, California",6,37,408003,14000US06037408003,4642,1297,1264,947,317
6037408004,Census Tract 4080.04,"Census Tract 4080.04, Los Angeles County, California",6,37,408004,14000US06037408004,2486,886,827,419,408
6037408005,Census Tract 4080.05,"Census Tract 4080.05, Los Angeles County, California",6,37,408005,14000US06037408005,5110,1633,1530,1126,404
6037408006,Census Tract 4080.06,"Census Tract 4080.06, Los Angeles County, California",6,37,408006,14000US06037408006,3452,1104,1010,474,536
6037408133,Census Tract 4081.33,"Census Tract 4081.33, Los Angeles County, California",6,37,408133,14000US06037408133,5502,1614,1539,626,913
6037408134,Census Tract 4081.34,"Census Tract 4081.34, Los Angeles County, California",6,37,408134,14000US06037408134,2783,818,763,592,171
6037408135,Census Tract 4081.35,"Census Tract 4081.35, Los Angeles County, California",6,37,408135,14000US06037408135,3948,1214,1190,650,540
6037408136,Census Tract 4081.36,"Census Tract 4081.36, Los Angeles County, California",6,37,408136,14000US06037408136,3745,1042,1023,786,237
6037408137,Census Tract 4081.37,"Census Tract 4081.37, Los Angeles County, California",6,37,408137,14000US06037408137,4291,1401,1320,503,817
6037408138,Census Tract 4081.38,"Census Tract 4081.38, Los Angeles County, California",6,37,408138,14000US06037408138,5558,1243,1219,907,312
6037408139,Census Tract 4081.39,"Census Tract 4081.39, Los Angeles County, California",6,37,408139,14000US06037408139,4404,832,813,563,250
6037408140,Census Tract 4081.40,"Census Tract 4081.40, Los Angeles County, California",6,37,408140,14000US06037408140,3918,786,759,549,210
6037408141,Census Tract 4081.41,"Census Tract 4081.41, Los Angeles County, California",6,37,408141,14000US06037408141,5627,1159,1107,817,290
6037408202,Census Tract 4082.02,"Census Tract 4082.02, Los Angeles County, California",6,37,408202,14000US06037408202,2004,489,456,284,172
6037408211,Census Tract 4082.11,"Census Tract 4082.11, Los Angeles County, California",6,37,408211,14000US06037408211,6064,1852,1790,834,956
6037408212,Census Tract 4082.12,"Census Tract 4082.12, Los Angeles County, California",6,37,408212,14000US06037408212,5285,1382,1356,1066,290
6037408301,Census Tract 4083.01,"Census Tract 4083.01, Los Angeles County, California",6,37,408301,14000US06037408301,5561,1279,1225,834,391
6037408302,Census Tract 4083.02,"Census Tract 4083.02, Los Angeles County, California",6,37,408302,14000US06037408302,4122,1145,1068,915,153
6037408303,Census Tract 4083.03,"Census Tract 4083.03, Los Angeles County, California",6,37,408303,14000US06037408303,4396,1191,1179,979,200
6037408401,Census Tract 4084.01,"Census Tract 4084.01, Los Angeles County, California",6,37,408401,14000US06037408401,4629,1281,1262,790,472
6037408402,Census Tract 4084.02,"Census Tract 4084.02, Los Angeles County, California",6,37,408402,14000US06037408402,6468,1870,1831,1748,83
6037408501,Census Tract 4085.01,"Census Tract 4085.01, Los Angeles County, California",6,37,408501,14000US06037408501,2922,841,796,517,279
6037408503,Census Tract 4085.03,"Census Tract 4085.03, Los Angeles County, California",6,37,408503,14000US06037408503,6619,2059,1974,1806,168
6037408504,Census Tract 4085.04,"Census Tract 4085.04, Los Angeles County, California",6,37,408504,14000US06037408504,5044,1666,1544,926,618
6037408505,Census Tract 4085.05,"Census Tract 4085.05, Los Angeles County, California",6,37,408505,14000US06037408505,2524,807,758,672,86
6037408623,Census Tract 4086.23,"Census Tract 4086.23, Los Angeles County, California",6,37,408623,14000US06037408623,3217,1051,993,716,277
6037408624,Census Tract 4086.24,"Census Tract 4086.24, Los Angeles County, California",6,37,408624,14000US06037408624,3174,1047,1012,863,149
6037408625,Census Tract 4086.25,"Census Tract 4086.25, Los Angeles County, California",6,37,408625,14000US06037408625,4188,1352,1282,1033,249
6037408626,Census Tract 4086.26,"Census Tract 4086.26, Los Angeles County, California",6,37,408626,14000US06037408626,4231,1564,1386,890,496
6037408627,Census Tract 4086.27,"Census Tract 4086.27, Los Angeles County, California",6,37,408627,14000US06037408627,3213,955,935,816,119
6037408628,Census Tract 4086.28,"Census Tract 4086.28, Los Angeles County, California",6,37,408628,14000US06037408628,5396,1979,1868,1270,598
6037408629,Census Tract 4086.29,"Census Tract 4086.29, Los Angeles County, California",6,37,408629,14000US06037408629,2869,1006,915,796,119
6037408630,Census Tract 4086.30,"Census Tract 4086.30, Los Angeles County, California",6,37,408630,14000US06037408630,2463,564,510,367,143
6037408631,Census Tract 4086.31,"Census Tract 4086.31, Los Angeles County, California",6,37,408631,14000US06037408631,5253,1437,1382,947,435
6037408703,Census Tract 4087.03,"Census Tract 4087.03, Los Angeles County, California",6,37,408703,14000US06037408703,6525,2017,1890,1603,287
6037408704,Census Tract 4087.04,"Census Tract 4087.04, Los Angeles County, California",6,37,408704,14000US06037408704,3305,1087,996,544,452
6037408705,Census Tract 4087.05,"Census Tract 4087.05, Los Angeles County, California",6,37,408705,14000US06037408705,5463,1618,1587,1159,428
6037408706,Census Tract 4087.06,"Census Tract 4087.06, Los Angeles County, California",6,37,408706,14000US06037408706,1839,503,475,423,52
6037408722,Census Tract 4087.22,"Census Tract 4087.22, Los Angeles County, California",6,37,408722,14000US06037408722,4367,1332,1224,922,302
6037408723,Census Tract 4087.23,"Census Tract 4087.23, Los Angeles County, California",6,37,408723,14000US06037408723,3032,829,810,577,233
6037408724,Census Tract 4087.24,"Census Tract 4087.24, Los Angeles County, California",6,37,408724,14000US06037408724,5488,1586,1538,55,1483
6037408800,Census Tract 4088,"Census Tract 4088, Los Angeles County, California",6,37,408800,14000US06037408800,4111,1588,1404,208,1196
6037430002,Census Tract 4300.02,"Census Tract 4300.02, Los Angeles County, California",6,37,430002,14000US06037430002,6711,2632,2475,1484,991
6037430003,Census Tract 4300.03,"Census Tract 4300.03, Los Angeles County, California",6,37,430003,14000US06037430003,4849,1578,1578,1517,61
6037430101,Census Tract 4301.01,"Census Tract 4301.01, Los Angeles County, California",6,37,430101,14000US06037430101,5304,1858,1819,695,1124
6037430102,Census Tract 4301.02,"Census Tract 4301.02, Los Angeles County, California",6,37,430102,14000US06037430102,4849,1258,1198,858,340
6037430200,Census Tract 4302,"Census Tract 4302, Los Angeles County, California",6,37,430200,14000US06037430200,1092,535,400,243,157
6037430301,Census Tract 4303.01,"Census Tract 4303.01, Los Angeles County, California",6,37,430301,14000US06037430301,4386,1619,1531,1319,212
6037430302,Census Tract 4303.02,"Census Tract 4303.02, Los Angeles County, California",6,37,430302,14000US06037430302,5699,2368,2254,1452,802
6037430400,Census Tract 4304,"Census Tract 4304, Los Angeles County, California",6,37,430400,14000US06037430400,4729,1602,1504,1193,311
6037430501,Census Tract 4305.01,"Census Tract 4305.01, Los Angeles County, California",6,37,430501,14000US06037430501,3800,1840,1549,1250,299
6037430502,Census Tract 4305.02,"Census Tract 4305.02, Los Angeles County, California",6,37,430502,14000US06037430502,7206,3235,3054,1604,1450
6037430600,Census Tract 4306,"Census Tract 4306, Los Angeles County, California",6,37,430600,14000US06037430600,4456,1592,1432,1251,181
6037430701,Census Tract 4307.01,"Census Tract 4307.01, Los Angeles County, California",6,37,430701,14000US06037430701,5641,2061,1883,1189,694
6037430721,Census Tract 4307.21,"Census Tract 4307.21, Los Angeles County, California",6,37,430721,14000US06037430721,3519,1334,1265,583,682
6037430723,Census Tract 4307.23,"Census Tract 4307.23, Los Angeles County, California",6,37,430723,14000US06037430723,4274,1887,1603,600,1003
6037430724,Census Tract 4307.24,"Census Tract 4307.24, Los Angeles County, California",6,37,430724,14000US06037430724,4836,2120,1882,454,1428
6037430801,Census Tract 4308.01,"Census Tract 4308.01, Los Angeles County, California",6,37,430801,14000US06037430801,6792,2485,2260,821,1439
6037430802,Census Tract 4308.02,"Census Tract 4308.02, Los Angeles County, California",6,37,430802,14000US06037430802,4534,1424,1313,956,357
6037430803,Census Tract 4308.03,"Census Tract 4308.03, Los Angeles County, California",6,37,430803,14000US06037430803,5515,1890,1787,1291,496
6037430901,Census Tract 4309.01,"Census Tract 4309.01, Los Angeles County, California",6,37,430901,14000US06037430901,4597,1644,1581,473,1108
6037430902,Census Tract 4309.02,"Census Tract 4309.02, Los Angeles County, California",6,37,430902,14000US06037430902,4743,1644,1567,516,1051
6037431001,Census Tract 4310.01,"Census Tract 4310.01, Los Angeles County, California",6,37,431001,14000US06037431001,7412,2904,2627,857,1770
6037431002,Census Tract 4310.02,"Census Tract 4310.02, Los Angeles County, California",6,37,431002,14000US06037431002,3120,1310,1271,608,663
6037431100,Census Tract 4311,"Census Tract 4311, Los Angeles County, California",6,37,431100,14000US06037431100,7087,2227,2075,847,1228
6037431200,Census Tract 4312,"Census Tract 4312, Los Angeles County, California",6,37,431200,14000US06037431200,6428,1597,1507,966,541
6037431300,Census Tract 4313,"Census Tract 4313, Los Angeles County, California",6,37,431300,14000US06037431300,2722,910,841,552,289
6037431400,Census Tract 4314,"Census Tract 4314, Los Angeles County, California",6,37,431400,14000US06037431400,4234,1391,1277,931,346
6037431501,Census Tract 4315.01,"Census Tract 4315.01, Los Angeles County, California",6,37,431501,14000US06037431501,4718,1709,1651,971,680
6037431502,Census Tract 4315.02,"Census Tract 4315.02, Los Angeles County, California",6,37,431502,14000US06037431502,4387,1490,1407,857,550
6037431600,Census Tract 4316,"Census Tract 4316, Los Angeles County, California",6,37,431600,14000US06037431600,4246,1343,1243,930,313
6037431700,Census Tract 4317,"Census Tract 4317, Los Angeles County, California",6,37,431700,14000US06037431700,6425,2284,2028,1656,372
6037431800,Census Tract 4318,"Census Tract 4318, Los Angeles County, California",6,37,431800,14000US06037431800,5959,1985,1935,1195,740
6037431900,Census Tract 4319,"Census Tract 4319, Los Angeles County, California",6,37,431900,14000US06037431900,4422,1485,1416,604,812
6037432000,Census Tract 4320,"Census Tract 4320, Los Angeles County, California",6,37,432000,14000US06037432000,7822,2568,2428,1398,1030
6037432101,Census Tract 4321.01,"Census Tract 4321.01, Los Angeles County, California",6,37,432101,14000US06037432101,4072,1420,1327,943,384
6037432102,Census Tract 4321.02,"Census Tract 4321.02, Los Angeles County, California",6,37,432102,14000US06037432102,5751,1807,1664,1219,445
6037432201,Census Tract 4322.01,"Census Tract 4322.01, Los Angeles County, California",6,37,432201,14000US06037432201,4409,1317,1289,623,666
6037432202,Census Tract 4322.02,"Census Tract 4322.02, Los Angeles County, California",6,37,432202,14000US06037432202,4245,1236,1155,616,539
6037432300,Census Tract 4323,"Census Tract 4323, Los Angeles County, California",6,37,432300,14000US06037432300,4120,1230,1137,706,431
6037432401,Census Tract 4324.01,"Census Tract 4324.01, Los Angeles County, California",6,37,432401,14000US06037432401,3691,1035,970,450,520
6037432402,Census Tract 4324.02,"Census Tract 4324.02, Los Angeles County, California",6,37,432402,14000US06037432402,7182,1815,1670,797,873
6037432500,Census Tract 4325,"Census Tract 4325, Los Angeles County, California",6,37,432500,14000US06037432500,8499,2445,2396,1357,1039
6037432601,Census Tract 4326.01,"Census Tract 4326.01, Los Angeles County, California",6,37,432601,14000US06037432601,7281,1787,1728,877,851
6037432602,Census Tract 4326.02,"Census Tract 4326.02, Los Angeles County, California",6,37,432602,14000US06037432602,4940,1203,1101,676,425
6037432700,Census Tract 4327,"Census Tract 4327, Los Angeles County, California",6,37,432700,14000US06037432700,5853,1465,1371,680,691
6037432801,Census Tract 4328.01,"Census Tract 4328.01, Los Angeles County, California",6,37,432801,14000US06037432801,2671,1011,918,191,727
6037432802,Census Tract 4328.02,"Census Tract 4328.02, Los Angeles County, California",6,37,432802,14000US06037432802,5242,1518,1413,238,1175
6037432901,Census Tract 4329.01,"Census Tract 4329.01, Los Angeles County, California",6,37,432901,14000US06037432901,3938,1343,1199,665,534
6037432902,Census Tract 4329.02,"Census Tract 4329.02, Los Angeles County, California",6,37,432902,14000US06037432902,3380,954,894,706,188
6037433101,Census Tract 4331.01,"Census Tract 4331.01, Los Angeles County, California",6,37,433101,14000US06037433101,2360,693,657,402,255
6037433102,Census Tract 4331.02,"Census Tract 4331.02, Los Angeles County, California",6,37,433102,14000US06037433102,4536,1338,1269,371,898
6037433200,Census Tract 4332,"Census Tract 4332, Los Angeles County, California",6,37,433200,14000US06037433200,6270,1768,1662,717,945
6037433302,Census Tract 4333.02,"Census Tract 4333.02, Los Angeles County, California",6,37,433302,14000US06037433302,1573,442,426,168,258
6037433304,Census Tract 4333.04,"Census Tract 4333.04, Los Angeles County, California",6,37,433304,14000US06037433304,5505,1441,1328,262,1066
6037433305,Census Tract 4333.05,"Census Tract 4333.05, Los Angeles County, California",6,37,433305,14000US06037433305,4680,1283,1268,338,930
6037433306,Census Tract 4333.06,"Census Tract 4333.06, Los Angeles County, California",6,37,433306,14000US06037433306,3322,805,805,337,468
6037433307,Census Tract 4333.07,"Census Tract 4333.07, Los Angeles County, California",6,37,433307,14000US06037433307,3207,905,896,337,559
6037433401,Census Tract 4334.01,"Census Tract 4334.01, Los Angeles County, California",6,37,433401,14000US06037433401,3224,815,762,338,424
6037433402,Census Tract 4334.02,"Census Tract 4334.02, Los Angeles County, California",6,37,433402,14000US06037433402,4502,1202,1154,447,707
6037433403,Census Tract 4334.03,"Census Tract 4334.03, Los Angeles County, California",6,37,433403,14000US06037433403,4669,1330,1283,248,1035
6037433501,Census Tract 4335.01,"Census Tract 4335.01, Los Angeles County, California",6,37,433501,14000US06037433501,1870,614,587,190,397
6037433503,Census Tract 4335.03,"Census Tract 4335.03, Los Angeles County, California",6,37,433503,14000US06037433503,3130,741,728,270,458
6037433504,Census Tract 4335.04,"Census Tract 4335.04, Los Angeles County, California",6,37,433504,14000US06037433504,4932,1110,1047,238,809
6037433601,Census Tract 4336.01,"Census Tract 4336.01, Los Angeles County, California",6,37,433601,14000US06037433601,5277,1408,1362,664,698
6037433602,Census Tract 4336.02,"Census Tract 4336.02, Los Angeles County, California",6,37,433602,14000US06037433602,2965,843,798,361,437
6037433700,Census Tract 4337,"Census Tract 4337, Los Angeles County, California",6,37,433700,14000US06037433700,3829,915,901,583,318
6037433801,Census Tract 4338.01,"Census Tract 4338.01, Los Angeles County, California",6,37,433801,14000US06037433801,6513,1494,1477,476,1001
6037433802,Census Tract 4338.02,"Census Tract 4338.02, Los Angeles County, California",6,37,433802,14000US06037433802,3479,961,955,673,282
6037433901,Census Tract 4339.01,"Census Tract 4339.01, Los Angeles County, California",6,37,433901,14000US06037433901,5946,1397,1355,286,1069
6037433902,Census Tract 4339.02,"Census Tract 4339.02, Los Angeles County, California",6,37,433902,14000US06037433902,3287,981,849,495,354
6037434001,Census Tract 4340.01,"Census Tract 4340.01, Los Angeles County, California",6,37,434001,14000US06037434001,4284,1022,984,690,294
6037434003,Census Tract 4340.03,"Census Tract 4340.03, Los Angeles County, California",6,37,434003,14000US06037434003,4532,1073,1034,381,653
6037434004,Census Tract 4340.04,"Census Tract 4340.04, Los Angeles County, California",6,37,434004,14000US06037434004,2948,719,719,330,389
6037460000,Census Tract 4600,"Census Tract 4600, Los Angeles County, California",6,37,460000,14000US06037460000,4613,1846,1677,1491,186
