FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Geographic Identifier,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037208302,Census Tract 2083.02,"Census Tract 2083.02, Los Angeles County, California",6,37,208302,14000US06037208302,4741,1667,1526,98,1428
6037208401,Census Tract 2084.01,"Census Tract 2084.01, Los Angeles County, California",6,37,208401,14000US06037208401,4479,1517,1465,43,1422
6037208402,Census Tract 2084.02,"Census Tract 2084.02, Los Angeles County, California",6,37,208402,14000US06037208402,2826,857,816,110,706
6037208501,Census Tract 2085.01,"Census Tract 2085.01, Los Angeles County, California",6,37,208501,14000US06037208501,2388,932,825,105,720
6037208502,Census Tract 2085.02,"Census Tract 2085.02, Los Angeles County, California",6,37,208502,14000US06037208502,3933,1369,1272,17,1255
6037208610,Census Tract 2086.10,"Census Tract 2086.10, Los Angeles County, California",6,37,208610,14000US06037208610,4441,1613,1491,140,1351
6037208620,Census Tract 2086.20,"Census Tract 2086.20, Los Angeles County, California",6,37,208620,14000US06037208620,4319,1840,1666,138,1528
6037208710,Census Tract 2087.10,"Census Tract 2087.10, Los Angeles County, California",6,37,208710,14000US06037208710,4622,2110,2004,306,1698
6037208720,Census Tract 2087.20,"Census Tract 2087.20, Los Angeles County, California",6,37,208720,14000US06037208720,4338,1681,1573,29,1544
6037208801,Census Tract 2088.01,"Census Tract 2088.01, Los Angeles County, California",6,37,208801,14000US06037208801,2942,1358,1241,0,1241
6037208802,Census Tract 2088.02,"Census Tract 2088.02, Los Angeles County, California",6,37,208802,14000US06037208802,3533,1563,1466,29,1437
6037208902,Census Tract 2089.02,"Census Tract 2089.02, Los Angeles County, California",6,37,208902,14000US06037208902,2823,752,704,0,704
6037208903,Census Tract 2089.03,"Census Tract 2089.03, Los Angeles County, California",6,37,208903,14000US06037208903,4212,1224,1143,8,1135
6037208904,Census Tract 2089.04,"Census Tract 2089.04, Los Angeles County, California",6,37,208904,14000US06037208904,4114,1398,1277,0,1277
6037209102,Census Tract 2091.02,"Census Tract 2091.02, Los Angeles County, California",6,37,209102,14000US06037209102,5734,2131,2082,68,2014
6037209103,Census Tract 2091.03,"Census Tract 2091.03, Los Angeles County, California",6,37,209103,14000US06037209103,3708,1134,1065,7,1058
6037209104,Census Tract 2091.04,"Census Tract 2091.04, Los Angeles County, California",6,37,209104,14000US06037209104,2630,987,966,0,966
6037209200,Census Tract 2092,"Census Tract 2092, Los Angeles County, California",6,37,209200,14000US06037209200,4356,2381,2051,135,1916
6037209300,Census Tract 2093,"Census Tract 2093, Los Angeles County, California",6,37,209300,14000US06037209300,4684,2224,1939,36,1903
6037209401,Census Tract 2094.01,"Census Tract 2094.01, Los Angeles County, California",6,37,209401,14000US06037209401,4428,1636,1531,9,1522
6037209402,Census Tract 2094.02,"Census Tract 2094.02, Los Angeles County, California",6,37,209402,14000US06037209402,3945,1311,1196,25,1171
6037209403,Census Tract 2094.03,"Census Tract 2094.03, Los Angeles County, California",6,37,209403,14000US06037209403,3844,1393,1357,0,1357
6037209510,Census Tract 2095.10,"Census Tract 2095.10, Los Angeles County, California",6,37,209510,14000US06037209510,3004,1102,1021,32,989
6037209520,Census Tract 2095.20,"Census Tract 2095.20, Los Angeles County, California",6,37,209520,14000US06037209520,2821,1030,951,15,936
6037209810,Census Tract 2098.10,"Census Tract 2098.10, Los Angeles County, California",6,37,209810,14000US06037209810,2668,793,729,27,702
6037209820,Census Tract 2098.20,"Census Tract 2098.20, Los Angeles County, California",6,37,209820,14000US06037209820,3262,880,831,103,728
6037210010,Census Tract 2100.10,"Census Tract 2100.10, Los Angeles County, California",6,37,210010,14000US06037210010,3712,1287,1243,127,1116
6037211000,Census Tract 2110,"Census Tract 2110, Los Angeles County, California",6,37,211000,14000US06037211000,5055,2150,1872,1255,617
6037211120,Census Tract 2111.20,"Census Tract 2111.20, Los Angeles County, California",6,37,211120,14000US06037211120,5738,2765,2461,177,2284
6037211121,Census Tract 2111.21,"Census Tract 2111.21, Los Angeles County, California",6,37,211121,14000US06037211121,2186,983,820,34,786
6037211122,Census Tract 2111.22,"Census Tract 2111.22, Los Angeles County, California",6,37,211122,14000US06037211122,3224,1369,1234,28,1206
6037211201,Census Tract 2112.01,"Census Tract 2112.01, Los Angeles County, California",6,37,211201,14000US06037211201,2547,976,862,55,807
6037211202,Census Tract 2112.02,"Census Tract 2112.02, Los Angeles County, California",6,37,211202,14000US06037211202,2450,1055,895,48,847
6037211310,Census Tract 2113.10,"Census Tract 2113.10, Los Angeles County, California",6,37,211310,14000US06037211310,3946,1360,1189,40,1149
6037211320,Census Tract 2113.20,"Census Tract 2113.20, Los Angeles County, California",6,37,211320,14000US06037211320,3195,1369,1224,36,1188
6037211410,Census Tract 2114.10,"Census Tract 2114.10, Los Angeles County, California",6,37,211410,14000US06037211410,2805,1232,1150,51,1099
6037211420,Census Tract 2114.20,"Census Tract 2114.20, Los Angeles County, California",6,37,211420,14000US06037211420,3452,1437,1320,244,1076
6037211500,Census Tract 2115,"Census Tract 2115, Los Angeles County, California",6,37,211500,14000US06037211500,4049,1916,1637,530,1107
6037211701,Census Tract 2117.01,"Census Tract 2117.01, Los Angeles County, California",6,37,211701,14000US06037211701,2744,1278,1108,229,879
6037211703,Census Tract 2117.03,"Census Tract 2117.03, Los Angeles County, California",6,37,211703,14000US06037211703,4490,2176,2052,191,1861
6037211704,Census Tract 2117.04,"Census Tract 2117.04, Los Angeles County, California",6,37,211704,14000US06037211704,2943,1853,1576,177,1399
6037211802,Census Tract 2118.02,"Census Tract 2118.02, Los Angeles County, California",6,37,211802,14000US06037211802,4463,2440,2113,260,1853
6037211803,Census Tract 2118.03,"Census Tract 2118.03, Los Angeles County, California",6,37,211803,14000US06037211803,3403,1762,1474,126,1348
6037211804,Census Tract 2118.04,"Census Tract 2118.04, Los Angeles County, California",6,37,211804,14000US06037211804,3212,1448,1292,92,1200
6037211910,Census Tract 2119.10,"Census Tract 2119.10, Los Angeles County, California",6,37,211910,14000US06037211910,4403,1966,1699,80,1619
6037211921,Census Tract 2119.21,"Census Tract 2119.21, Los Angeles County, California",6,37,211921,14000US06037211921,2519,1164,1041,18,1023
6037211922,Census Tract 2119.22,"Census Tract 2119.22, Los Angeles County, California",6,37,211922,14000US06037211922,3522,1507,1318,16,1302
6037212101,Census Tract 2121.01,"Census Tract 2121.01, Los Angeles County, California",6,37,212101,14000US06037212101,3165,1456,1426,104,1322
6037212102,Census Tract 2121.02,"Census Tract 2121.02, Los Angeles County, California",6,37,212102,14000US06037212102,2301,1425,1160,10,1150
6037212202,Census Tract 2122.02,"Census Tract 2122.02, Los Angeles County, California",6,37,212202,14000US06037212202,3484,1297,1215,18,1197
6037212203,Census Tract 2122.03,"Census Tract 2122.03, Los Angeles County, California",6,37,212203,14000US06037212203,2978,1585,1473,0,1473
6037212204,Census Tract 2122.04,"Census Tract 2122.04, Los Angeles County, California",6,37,212204,14000US06037212204,3383,1345,1255,25,1230
6037212303,Census Tract 2123.03,"Census Tract 2123.03, Los Angeles County, California",6,37,212303,14000US06037212303,3966,1633,1520,4,1516
6037212304,Census Tract 2123.04,"Census Tract 2123.04, Los Angeles County, California",6,37,212304,14000US06037212304,1817,908,805,4,801
6037212305,Census Tract 2123.05,"Census Tract 2123.05, Los Angeles County, California",6,37,212305,14000US06037212305,3126,1130,1046,12,1034
6037212306,Census Tract 2123.06,"Census Tract 2123.06, Los Angeles County, California",6,37,212306,14000US06037212306,3366,1276,1191,68,1123
6037212410,Census Tract 2124.10,"Census Tract 2124.10, Los Angeles County, California",6,37,212410,14000US06037212410,4378,1863,1713,23,1690
6037212420,Census Tract 2124.20,"Census Tract 2124.20, Los Angeles County, California",6,37,212420,14000US06037212420,3539,1349,1227,109,1118
6037212501,Census Tract 2125.01,"Census Tract 2125.01, Los Angeles County, California",6,37,212501,14000US06037212501,1912,1033,955,42,913
6037212502,Census Tract 2125.02,"Census Tract 2125.02, Los Angeles County, California",6,37,212502,14000US06037212502,2589,1360,1211,92,1119
6037212610,Census Tract 2126.10,"Census Tract 2126.10, Los Angeles County, California",6,37,212610,14000US06037212610,3896,1943,1783,329,1454
6037212620,Census Tract 2126.20,"Census Tract 2126.20, Los Angeles County, California",6,37,212620,14000US06037212620,4230,1885,1836,149,1687
6037212701,Census Tract 2127.01,"Census Tract 2127.01, Los Angeles County, California",6,37,212701,14000US06037212701,2389,846,810,316,494
6037212702,Census Tract 2127.02,"Census Tract 2127.02, Los Angeles County, California",6,37,212702,14000US06037212702,3684,1570,1458,717,741
6037212800,Census Tract 2128,"Census Tract 2128, Los Angeles County, California",6,37,212800,14000US06037212800,3778,1531,1477,580,897
6037212900,Census Tract 2129,"Census Tract 2129, Los Angeles County, California",6,37,212900,14000US06037212900,4340,1595,1549,220,1329
6037213100,Census Tract 2131,"Census Tract 2131, Los Angeles County, California",6,37,213100,14000US06037213100,3000,1024,938,301,637
6037213201,Census Tract 2132.01,"Census Tract 2132.01, Los Angeles County, California",6,37,213201,14000US06037213201,4330,1654,1493,97,1396
6037213202,Census Tract 2132.02,"Census Tract 2132.02, Los Angeles County, California",6,37,213202,14000US06037213202,3734,1426,1304,222,1082
6037213310,Census Tract 2133.10,"Census Tract 2133.10, Los Angeles County, California",6,37,213310,14000US06037213310,3492,1211,1075,138,937
6037213320,Census Tract 2133.20,"Census Tract 2133.20, Los Angeles County, California",6,37,213320,14000US06037213320,2474,1082,1053,92,961
6037213401,Census Tract 2134.01,"Census Tract 2134.01, Los Angeles County, California",6,37,213401,14000US06037213401,5285,1794,1696,8,1688
6037213402,Census Tract 2134.02,"Census Tract 2134.02, Los Angeles County, California",6,37,213402,14000US06037213402,4933,1793,1603,126,1477
6037214000,Census Tract 2140,"Census Tract 2140, Los Angeles County, California",6,37,214000,14000US06037214000,3971,1409,1350,820,530
6037214100,Census Tract 2141,"Census Tract 2141, Los Angeles County, California",6,37,214100,14000US06037214100,3921,1823,1640,656,984
6037214400,Census Tract 2144,"Census Tract 2144, Los Angeles County, California",6,37,214400,14000US06037214400,2991,1845,1745,53,1692
6037214501,Census Tract 2145.01,"Census Tract 2145.01, Los Angeles County, California",6,37,214501,14000US06037214501,2806,1691,1405,68,1337
6037214502,Census Tract 2145.02,"Census Tract 2145.02, Los Angeles County, California",6,37,214502,14000US06037214502,5375,2869,2485,32,2453
6037214503,Census Tract 2145.03,"Census Tract 2145.03, Los Angeles County, California",6,37,214503,14000US06037214503,3413,1633,1545,11,1534
6037214600,Census Tract 2146,"Census Tract 2146, Los Angeles County, California",6,37,214600,14000US06037214600,2520,1428,1357,324,1033
6037214700,Census Tract 2147,"Census Tract 2147, Los Angeles County, California",6,37,214700,14000US06037214700,2541,1353,1187,476,711
6037214800,Census Tract 2148,"Census Tract 2148, Los Angeles County, California",6,37,214800,14000US06037214800,2966,1583,1419,361,1058
6037214901,Census Tract 2149.01,"Census Tract 2149.01, Los Angeles County, California",6,37,214901,14000US06037214901,3418,2347,2104,487,1617
6037214902,Census Tract 2149.02,"Census Tract 2149.02, Los Angeles County, California",6,37,214902,14000US06037214902,2772,1787,1612,278,1334
6037215101,Census Tract 2151.01,"Census Tract 2151.01, Los Angeles County, California",6,37,215101,14000US06037215101,2851,1856,1674,121,1553
6037215102,Census Tract 2151.02,"Census Tract 2151.02, Los Angeles County, California",6,37,215102,14000US06037215102,3025,2218,1946,12,1934
6037216100,Census Tract 2161,"Census Tract 2161, Los Angeles County, California",6,37,216100,14000US06037216100,2261,1137,995,591,404
6037216200,Census Tract 2162,"Census Tract 2162, Los Angeles County, California",6,37,216200,14000US06037216200,5494,3063,2669,650,2019
6037216300,Census Tract 2163,"Census Tract 2163, Los Angeles County, California",6,37,216300,14000US06037216300,4952,2575,2285,805,1480
6037216401,Census Tract 2164.01,"Census Tract 2164.01, Los Angeles County, California",6,37,216401,14000US06037216401,3920,2285,1940,238,1702
6037216402,Census Tract 2164.02,"Census Tract 2164.02, Los Angeles County, California",6,37,216402,14000US06037216402,2757,1579,1314,206,1108
6037216700,Census Tract 2167,"Census Tract 2167, Los Angeles County, California",6,37,216700,14000US06037216700,3882,1829,1623,587,1036
6037216800,Census Tract 2168,"Census Tract 2168, Los Angeles County, California",6,37,216800,14000US06037216800,3191,1600,1361,517,844
6037216900,Census Tract 2169,"Census Tract 2169, Los Angeles County, California",6,37,216900,14000US06037216900,5100,2563,2547,1012,1535
6037217001,Census Tract 2170.01,"Census Tract 2170.01, Los Angeles County, California",6,37,217001,14000US06037217001,2922,1101,989,473,516
6037217002,Census Tract 2170.02,"Census Tract 2170.02, Los Angeles County, California",6,37,217002,14000US06037217002,4709,2427,2121,507,1614
6037217100,Census Tract 2171,"Census Tract 2171, Los Angeles County, California",6,37,217100,14000US06037217100,6326,2607,2472,832,1640
6037217200,Census Tract 2172,"Census Tract 2172, Los Angeles County, California",6,37,217200,14000US06037217200,3993,1719,1618,399,1219
6037218110,Census Tract 2181.10,"Census Tract 2181.10, Los Angeles County, California",6,37,218110,14000US06037218110,3296,1200,1141,341,800
6037218120,Census Tract 2181.20,"Census Tract 2181.20, Los Angeles County, California",6,37,218120,14000US06037218120,4652,1523,1377,292,1085
6037218210,Census Tract 2182.10,"Census Tract 2182.10, Los Angeles County, California",6,37,218210,14000US06037218210,3949,1325,1173,273,900
6037218220,Census Tract 2182.20,"Census Tract 2182.20, Los Angeles County, California",6,37,218220,14000US06037218220,3929,1624,1500,458,1042
6037218300,Census Tract 2183,"Census Tract 2183, Los Angeles County, California",6,37,218300,14000US06037218300,5354,2277,2161,621,1540
6037218400,Census Tract 2184,"Census Tract 2184, Los Angeles County, California",6,37,218400,14000US06037218400,4978,1588,1413,418,995
6037218500,Census Tract 2185,"Census Tract 2185, Los Angeles County, California",6,37,218500,14000US06037218500,2557,1075,977,327,650
6037218600,Census Tract 2186,"Census Tract 2186, Los Angeles County, California",6,37,218600,14000US06037218600,3009,1134,1084,428,656
6037218701,Census Tract 2187.01,"Census Tract 2187.01, Los Angeles County, California",6,37,218701,14000US06037218701,2448,943,871,355,516
6037218702,Census Tract 2187.02,"Census Tract 2187.02, Los Angeles County, California",6,37,218702,14000US06037218702,2120,865,810,197,613
