FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Households:,Median Household Income (In 2018 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units: Owner Occupied,Median Household Income Occupied Housing Units: Renter Occupied,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More",Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Black or African American Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): American Indian and Alaska Native Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Asian Alone,Median Household Income (In 2018 Inflation Adjusted Dollars): Native Hawaiian and Other Pacific Islander Alone  Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Some Other Race Alone Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Two or More Races Householder,Median Household Income (In 2018 Inflation Adjusted Dollars): Hispanic or Latino Householder,"Median Household Income (In 2018 Inflation Adjusted Dollars): White Alone Householder, Not Hispanic or Latino"
6037117404,Census Tract 1174.04,"Census Tract 1174.04, Los Angeles County, California",6,37,117404,4729,1347,85448,98776,51176,94,32,10,29,63,62,33,20,20,53,198,216,177,157,109,74,82857,,,105750,,76442,,62560,97713
6037117405,Census Tract 1174.05,"Census Tract 1174.05, Los Angeles County, California",6,37,117405,3723,856,36582,33542,36911,21,52,67,47,88,103,86,33,54,115,75,78,12,6,19,0,35921,50833,,83359,,36274,,36602,31250
6037117407,Census Tract 1174.07,"Census Tract 1174.07, Los Angeles County, California",6,37,117407,4064,972,28512,,28185,116,131,79,56,129,52,21,68,46,86,53,116,19,0,0,0,25517,,,64375,,30216,,28185,66458
6037117408,Census Tract 1174.08,"Census Tract 1174.08, Los Angeles County, California",6,37,117408,3333,858,34630,86250,29150,34,92,105,63,94,45,63,76,27,23,59,62,47,21,31,16,33750,19938,,,,35398,,33935,80500
6037117510,Census Tract 1175.10,"Census Tract 1175.10, Los Angeles County, California",6,37,117510,4340,1006,42432,90568,36250,118,43,81,41,109,41,34,55,81,103,52,124,96,0,28,0,64118,,,,,39722,,41216,64118
6037117520,Census Tract 1175.20,"Census Tract 1175.20, Los Angeles County, California",6,37,117520,4133,1053,37375,80150,33702,97,81,52,94,83,72,72,38,65,85,111,109,63,19,12,0,43375,31000,,48594,,36761,,37075,55500
6037117530,Census Tract 1175.30,"Census Tract 1175.30, Los Angeles County, California",6,37,117530,6864,1622,51875,84844,45258,88,118,79,71,36,109,87,70,132,134,177,207,164,38,56,56,40160,,,51648,,54864,68194,49688,
6037119001,Census Tract 1190.01,"Census Tract 1190.01, Los Angeles County, California",6,37,119001,4329,959,76932,82908,58095,30,20,43,7,23,29,33,17,29,105,135,217,108,51,69,43,71750,,,85250,,82188,,81111,65962
6037119002,Census Tract 1190.02,"Census Tract 1190.02, Los Angeles County, California",6,37,119002,8052,1675,79846,90664,65156,42,107,32,53,34,60,42,38,43,117,165,365,114,183,156,124,81976,,,78882,,68125,,79861,88611
6037119201,Census Tract 1192.01,"Census Tract 1192.01, Los Angeles County, California",6,37,119201,4289,894,74012,88816,37813,6,38,22,63,54,38,62,36,25,47,73,89,120,44,105,72,73194,,,94688,,60750,,73299,
6037119202,Census Tract 1192.02,"Census Tract 1192.02, Los Angeles County, California",6,37,119202,4723,1054,64196,73786,41736,31,19,45,33,21,31,84,62,34,135,143,162,169,13,49,23,68750,,,74844,,59797,,66250,38281
6037119310,Census Tract 1193.10,"Census Tract 1193.10, Los Angeles County, California",6,37,119310,4085,1202,47049,65221,35625,121,84,48,65,57,104,57,15,94,102,63,148,107,71,66,0,41964,2499,,99583,,47938,,46414,27411
6037119320,Census Tract 1193.20,"Census Tract 1193.20, Los Angeles County, California",6,37,119320,4761,1201,63375,71250,54500,54,51,105,71,24,43,120,94,15,10,120,271,74,22,93,34,39083,,,83750,,43665,,42561,73750
6037119340,Census Tract 1193.40,"Census Tract 1193.40, Los Angeles County, California",6,37,119340,4032,997,29891,,29769,94,74,102,66,167,87,43,49,82,34,69,105,0,8,12,5,28914,,,46667,,32212,,29515,
6037119341,Census Tract 1193.41,"Census Tract 1193.41, Los Angeles County, California",6,37,119341,2877,806,47778,91000,32463,35,84,60,30,11,67,44,42,62,55,64,108,17,33,75,19,40625,,,72083,,48269,,46875,19167
6037119342,Census Tract 1193.42,"Census Tract 1193.42, Los Angeles County, California",6,37,119342,3092,765,52083,66250,46458,34,38,39,16,58,27,47,44,62,79,130,77,39,46,19,10,48796,,,65833,,60125,,51250,52000
6037119400,Census Tract 1194,"Census Tract 1194, Los Angeles County, California",6,37,119400,5426,1148,81711,90833,42283,19,63,17,27,7,52,16,47,90,56,118,201,140,117,110,68,80000,,,,,81544,112639,82270,
6037119700,Census Tract 1197,"Census Tract 1197, Los Angeles County, California",6,37,119700,5076,1315,79986,96046,28640,74,15,39,39,64,11,31,42,30,87,115,275,161,165,115,52,79500,,,111042,,78415,,79712,64444
6037119800,Census Tract 1198,"Census Tract 1198, Los Angeles County, California",6,37,119800,6130,1476,74906,83750,40143,44,17,84,25,28,79,34,72,35,68,254,331,145,76,132,52,75769,,,78929,,74621,,80089,63950
6037119900,Census Tract 1199,"Census Tract 1199, Los Angeles County, California",6,37,119900,4998,1183,74183,79830,49271,17,7,20,75,29,26,56,65,88,95,122,189,134,110,127,23,65625,,,95813,,69450,,69150,59919
6037120010,Census Tract 1200.10,"Census Tract 1200.10, Los Angeles County, California",6,37,120010,2701,730,50500,78438,35197,3,21,44,55,37,70,58,53,18,54,85,70,58,55,35,14,44152,,,86154,,50600,,44524,50000
6037120020,Census Tract 1200.20,"Census Tract 1200.20, Los Angeles County, California",6,37,120020,3853,1138,32551,50200,30806,87,119,89,156,77,89,71,45,52,77,96,84,34,32,30,0,29940,,,41176,,34898,,33776,
6037120030,Census Tract 1200.30,"Census Tract 1200.30, Los Angeles County, California",6,37,120030,2683,740,27162,90391,26807,74,99,106,27,101,25,18,31,32,64,27,84,42,0,4,6,26319,,,79167,,28333,,27331,14375
6037120103,Census Tract 1201.03,"Census Tract 1201.03, Los Angeles County, California",6,37,120103,3399,841,28073,103750,27271,48,140,95,50,106,93,48,31,13,44,54,36,50,19,14,0,30556,32159,,20469,,27393,,28472,
6037120104,Census Tract 1201.04,"Census Tract 1201.04, Los Angeles County, California",6,37,120104,2236,790,36375,82857,32596,67,57,71,59,18,112,66,39,19,80,47,92,22,21,20,0,31694,46364,,40781,,40809,2499,32246,39583
6037120105,Census Tract 1201.05,"Census Tract 1201.05, Los Angeles County, California",6,37,120105,2872,881,32202,67708,25217,41,156,71,73,81,46,28,22,57,80,82,24,49,36,29,6,32857,,,36563,,32778,,33650,36250
6037120106,Census Tract 1201.06,"Census Tract 1201.06, Los Angeles County, California",6,37,120106,4663,1167,31897,33603,31563,122,107,46,63,203,109,112,53,77,63,78,77,0,30,21,6,29321,,,61094,,30625,,29928,
6037120107,Census Tract 1201.07,"Census Tract 1201.07, Los Angeles County, California",6,37,120107,3703,1058,27986,104643,26379,103,112,180,69,94,89,65,66,44,67,66,32,37,2,12,20,29375,48077,,51250,,23807,,27500,14063
6037120108,Census Tract 1201.08,"Census Tract 1201.08, Los Angeles County, California",6,37,120108,4754,1340,36707,61500,30488,127,123,129,100,64,99,70,58,56,125,157,46,42,87,34,23,33411,,,,,42946,,35793,38553
6037120300,Census Tract 1203,"Census Tract 1203, Los Angeles County, California",6,37,120300,5190,1341,67241,70000,50134,63,96,27,55,0,38,26,104,56,88,182,264,158,83,51,50,51176,,,61875,,98854,89519,68864,65714
6037120400,Census Tract 1204,"Census Tract 1204, Los Angeles County, California",6,37,120400,6664,2125,51554,76875,45335,53,119,125,117,143,128,109,68,157,236,257,147,263,131,21,51,47917,46111,,91583,,52821,,53560,41107
6037121010,Census Tract 1210.10,"Census Tract 1210.10, Los Angeles County, California",6,37,121010,4901,1274,64135,85083,39261,43,124,77,17,24,23,44,57,39,93,169,152,119,163,95,35,60685,,,,,86548,,77375,56000
6037121020,Census Tract 1210.20,"Census Tract 1210.20, Los Angeles County, California",6,37,121020,3617,1075,50685,69688,48788,36,27,63,110,7,12,31,88,152,103,108,90,57,59,39,93,51369,,,,,47917,,47325,52361
6037121101,Census Tract 1211.01,"Census Tract 1211.01, Los Angeles County, California",6,37,121101,2900,922,50833,80163,43309,75,32,54,45,23,52,51,60,54,115,62,140,71,37,13,38,48750,36691,,60714,,50667,,50486,46429
6037121102,Census Tract 1211.02,"Census Tract 1211.02, Los Angeles County, California",6,37,121102,2724,816,46628,55781,36118,80,50,14,59,13,46,74,44,61,41,38,89,83,47,25,52,48403,,,79583,,,,50987,45473
6037121210,Census Tract 1212.10,"Census Tract 1212.10, Los Angeles County, California",6,37,121210,3066,785,62109,74545,37448,28,28,70,67,59,28,44,11,19,25,81,114,102,46,40,23,43182,,,72750,,112554,,65000,53281
6037121221,Census Tract 1212.21,"Census Tract 1212.21, Los Angeles County, California",6,37,121221,2402,528,60278,63295,46528,23,9,9,23,36,14,8,38,61,39,72,67,45,38,36,10,59271,,,62750,,60481,,59688,79643
6037121222,Census Tract 1212.22,"Census Tract 1212.22, Los Angeles County, California",6,37,121222,5378,1223,48883,100682,40168,62,70,96,95,56,25,64,102,75,85,166,85,115,91,20,16,47817,,,,,72222,42321,48183,86406
6037121600,Census Tract 1216,"Census Tract 1216, Los Angeles County, California",6,37,121600,2542,821,78750,84167,52375,58,28,0,29,15,51,44,5,12,104,36,129,90,87,87,46,75441,,,87596,,105060,,90288,64167
6037121801,Census Tract 1218.01,"Census Tract 1218.01, Los Angeles County, California",6,37,121801,2999,1122,34628,60625,26888,118,128,45,127,92,58,30,48,38,129,84,173,44,8,0,0,28634,2499,,58125,,47188,59545,36083,29938
6037121802,Census Tract 1218.02,"Census Tract 1218.02, Los Angeles County, California",6,37,121802,3249,715,64293,64837,53214,20,57,27,38,0,30,25,60,18,54,89,140,82,23,27,25,56477,,,91875,,63152,,64185,55568
6037121900,Census Tract 1219,"Census Tract 1219, Los Angeles County, California",6,37,121900,3657,957,52708,59688,36852,86,58,103,8,7,59,27,54,75,53,79,154,99,0,9,86,49365,,,65000,,53438,,49670,48750
6037122000,Census Tract 1220,"Census Tract 1220, Los Angeles County, California",6,37,122000,6287,1555,72715,75667,58427,121,15,106,74,79,38,52,22,26,154,149,263,198,49,64,145,72617,,,53750,,81100,,80212,69423
6037122120,Census Tract 1221.20,"Census Tract 1221.20, Los Angeles County, California",6,37,122120,4616,1070,54722,68242,40188,38,57,25,53,31,40,64,70,68,103,161,121,131,65,28,15,52500,,87404,,,65284,53618,51811,76765
6037122121,Census Tract 1221.21,"Census Tract 1221.21, Los Angeles County, California",6,37,122121,2593,700,49318,72647,32411,46,18,20,47,48,50,59,12,53,65,86,109,59,4,24,0,50086,68304,,94688,,38889,36667,50758,28092
6037122122,Census Tract 1221.22,"Census Tract 1221.22, Los Angeles County, California",6,37,122122,2652,593,40156,65000,34728,42,49,25,35,30,81,33,41,16,70,72,23,17,35,24,0,35104,,,,,51667,,42941,15962
6037122200,Census Tract 1222,"Census Tract 1222, Los Angeles County, California",6,37,122200,3739,895,58818,74896,39500,36,58,21,50,43,74,20,22,38,103,137,84,75,50,65,19,57411,,,108250,,64375,,56800,62500
6037122410,Census Tract 1224.10,"Census Tract 1224.10, Los Angeles County, California",6,37,122410,3588,1099,31397,59271,28889,115,99,108,115,103,17,117,45,72,60,57,83,51,31,14,12,26687,,57625,,,35956,,29722,39844
6037122420,Census Tract 1224.20,"Census Tract 1224.20, Los Angeles County, California",6,37,122420,4381,1380,42000,69402,34803,118,147,81,99,85,77,43,91,42,49,173,199,39,31,63,43,37228,,,,,62813,,36890,49650
6037123010,Census Tract 1230.10,"Census Tract 1230.10, Los Angeles County, California",6,37,123010,3959,1057,32768,52750,24693,59,109,166,118,53,61,17,15,45,126,72,119,40,8,24,25,29821,59107,,,,40417,,28036,
6037123020,Census Tract 1230.20,"Census Tract 1230.20, Los Angeles County, California",6,37,123020,3343,826,51042,78580,20179,65,13,100,34,54,35,67,16,14,50,48,132,65,49,69,15,40938,66071,,93906,,70119,36579,56500,41750
6037123103,Census Tract 1231.03,"Census Tract 1231.03, Los Angeles County, California",6,37,123103,3883,1550,45000,79318,36477,192,88,14,144,143,48,49,97,53,105,137,147,157,62,62,52,41182,,,54167,,60227,80357,43158,54375
6037123104,Census Tract 1231.04,"Census Tract 1231.04, Los Angeles County, California",6,37,123104,4537,1557,43012,105583,38886,55,204,81,120,87,50,86,179,37,108,79,147,122,77,63,62,44421,,,,,40329,,41212,56250
6037123203,Census Tract 1232.03,"Census Tract 1232.03, Los Angeles County, California",6,37,123203,3880,1137,39454,72750,37958,50,68,116,124,28,86,112,50,60,168,77,117,24,29,11,17,46161,,,,,24605,49861,38344,42917
6037123204,Census Tract 1232.04,"Census Tract 1232.04, Los Angeles County, California",6,37,123204,3004,1015,39970,69886,33787,94,107,33,68,67,89,50,40,14,112,154,90,23,22,28,24,41333,39333,,63750,,34318,,38068,40893
6037123205,Census Tract 1232.05,"Census Tract 1232.05, Los Angeles County, California",6,37,123205,2615,759,46295,80769,41036,47,58,69,59,22,42,7,61,47,61,55,124,26,33,44,4,47054,20652,,,,47813,,43365,74107
6037123206,Census Tract 1232.06,"Census Tract 1232.06, Los Angeles County, California",6,37,123206,2638,869,34458,53906,31556,43,94,39,127,63,75,95,45,33,39,69,49,25,12,14,47,31136,,,21094,,37950,,33583,39750
6037123301,Census Tract 1233.01,"Census Tract 1233.01, Los Angeles County, California",6,37,123301,4356,1473,60144,83625,47500,65,98,110,88,140,53,71,15,38,57,162,174,153,60,113,76,45833,31154,,102159,,63077,96528,,48587
6037123303,Census Tract 1233.03,"Census Tract 1233.03, Los Angeles County, California",6,37,123303,2987,934,40700,82692,32434,76,101,52,35,80,74,35,79,18,24,64,143,94,13,29,17,36719,160486,,63281,,34063,,40500,32232
6037123304,Census Tract 1233.04,"Census Tract 1233.04, Los Angeles County, California",6,37,123304,4348,1668,37935,81964,27930,148,253,151,64,147,23,86,77,107,96,210,108,31,66,48,53,29508,82560,,41780,,,,45000,25406
6037123410,Census Tract 1234.10,"Census Tract 1234.10, Los Angeles County, California",6,37,123410,4249,1250,52500,78601,34107,84,48,112,19,106,109,65,0,67,142,136,175,46,24,43,74,54519,,,55938,,,,34250,64044
6037123420,Census Tract 1234.20,"Census Tract 1234.20, Los Angeles County, California",6,37,123420,4359,1399,43290,96875,26847,140,72,164,93,96,55,15,124,61,91,129,89,82,94,52,42,41625,40441,,61563,,43091,,43317,36833
6037123510,Census Tract 1235.10,"Census Tract 1235.10, Los Angeles County, California",6,37,123510,4913,1619,47292,89375,30711,181,166,83,100,66,84,74,39,126,78,160,88,150,96,71,57,53750,,,,,38095,,39708,55380
6037123520,Census Tract 1235.20,"Census Tract 1235.20, Los Angeles County, California",6,37,123520,2888,874,53098,78259,39522,13,66,42,33,46,11,113,62,30,68,112,79,32,105,29,33,65398,37135,,125565,,41006,,41389,66080
6037123601,Census Tract 1236.01,"Census Tract 1236.01, Los Angeles County, California",6,37,123601,4741,1885,54283,102344,42850,177,164,80,56,111,78,50,89,65,151,233,123,209,112,114,73,58309,49630,,,,51250,96250,54196,62552
6037123602,Census Tract 1236.02,"Census Tract 1236.02, Los Angeles County, California",6,37,123602,3664,1364,55641,110313,41118,27,83,66,139,86,68,33,56,76,94,131,130,123,31,56,165,58676,26078,,,,60673,,80741,48578
6037123700,Census Tract 1237,"Census Tract 1237, Los Angeles County, California",6,37,123700,4338,1423,66726,98125,38594,83,96,84,28,89,37,47,33,63,79,130,224,103,81,117,129,71319,66406,,,,130500,,89402,72604
6037123800,Census Tract 1238,"Census Tract 1238, Los Angeles County, California",6,37,123800,6150,2364,63333,90811,54281,70,331,52,58,107,83,193,59,27,150,125,285,309,177,122,216,60000,80701,,53854,,63102,78467,56103,85625
6037123901,Census Tract 1239.01,"Census Tract 1239.01, Los Angeles County, California",6,37,123901,4374,1482,50132,107708,34462,124,73,154,63,104,141,33,9,37,109,141,111,58,124,156,45,41750,73148,,74773,,47639,,34375,66058
6037123902,Census Tract 1239.02,"Census Tract 1239.02, Los Angeles County, California",6,37,123902,2499,1083,65977,72539,65313,51,49,85,26,38,28,51,20,60,106,151,119,140,46,36,77,56917,101953,,50781,,74063,,66033,59250
6037124000,Census Tract 1240,"Census Tract 1240, Los Angeles County, California",6,37,124000,5131,2120,84201,132647,44730,30,95,32,153,136,123,99,37,21,56,112,322,207,150,250,297,86063,24288,,,,,247500,,87549
6037124102,Census Tract 1241.02,"Census Tract 1241.02, Los Angeles County, California",6,37,124102,3542,1409,46723,126050,42917,131,51,56,49,108,79,68,117,117,181,99,28,76,114,73,62,46250,41513,,65515,,44500,,44514,54464
6037124103,Census Tract 1241.03,"Census Tract 1241.03, Los Angeles County, California",6,37,124103,1983,598,41702,50804,40042,55,30,46,20,41,52,23,83,39,55,32,30,24,9,37,22,39375,105288,,,,43333,,43164,34188
6037124104,Census Tract 1241.04,"Census Tract 1241.04, Los Angeles County, California",6,37,124104,2444,995,39083,88529,32557,134,50,67,57,68,86,41,38,25,114,97,67,86,36,18,11,43385,,,32500,,33462,,49821,31849
6037124105,Census Tract 1241.05,"Census Tract 1241.05, Los Angeles County, California",6,37,124105,2462,933,44177,110938,40733,19,81,65,50,59,28,79,99,56,120,38,61,66,52,51,9,42988,41250,,121797,,47083,,44500,43413
6037124201,Census Tract 1242.01,"Census Tract 1242.01, Los Angeles County, California",6,37,124201,3435,1177,52917,77870,37447,98,49,62,64,32,47,81,60,37,105,192,136,62,46,32,74,47399,,,41758,,90227,,61597,50917
6037124203,Census Tract 1242.03,"Census Tract 1242.03, Los Angeles County, California",6,37,124203,2537,842,48750,56750,45515,33,51,11,65,32,66,70,37,61,105,115,65,57,24,29,21,51488,46528,,,,,33906,53141,49875
6037124204,Census Tract 1242.04,"Census Tract 1242.04, Los Angeles County, California",6,37,124204,2152,923,48041,,48134,48,57,26,76,79,57,9,80,82,69,129,84,77,12,38,0,44573,9554,,49375,,59152,,47708,49224
6037124300,Census Tract 1243,"Census Tract 1243, Los Angeles County, California",6,37,124300,3026,1188,42643,82542,37675,60,160,62,152,26,34,87,46,60,93,120,172,45,4,46,21,43179,98792,,,,22619,,32969,52143
6037124400,Census Tract 1244,"Census Tract 1244, Los Angeles County, California",6,37,124400,4690,1745,75670,115368,62944,125,97,17,17,80,70,27,17,61,164,190,229,220,147,93,191,77054,,,,,58672,,64638,93684
6037124500,Census Tract 1245,"Census Tract 1245, Los Angeles County, California",6,37,124500,3057,1194,91667,122768,87250,13,37,35,48,52,49,69,25,26,4,84,236,116,27,159,214,102500,,,72344,,88542,36066,88792,120694
6037124600,Census Tract 1246,"Census Tract 1246, Los Angeles County, California",6,37,124600,3031,1370,71750,116042,56958,78,78,48,0,54,30,88,48,58,126,117,165,127,124,100,129,67039,,,160682,,,,37888,77411
6037124700,Census Tract 1247,"Census Tract 1247, Los Angeles County, California",6,37,124700,5697,2383,90795,140428,61500,59,71,31,76,106,51,60,178,34,195,215,159,150,176,389,433,89773,,,171000,,144211,,70425,97292
6037124902,Census Tract 1249.02,"Census Tract 1249.02, Los Angeles County, California",6,37,124902,2654,1511,34572,92708,32292,80,149,185,94,198,56,79,114,111,117,95,92,24,40,62,15,35744,30795,,,,26118,,29276,35744
