FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Total Population,Population Density (Per Sq. Mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Two or More Races,Total: Two or More Asian
6037551502,Census Tract 5515.02,"Census Tract 5515.02, Los Angeles County, California",6,37,551502,4534,4534,10665.22,0.425120116,4534,2264,17,8,405,0,1758,82,3141,34,8
6037551600,Census Tract 5516,"Census Tract 5516, Los Angeles County, California",6,37,551600,31,31,87.95133,0.352467656,31,25,6,0,0,0,0,0,6,0,0
6037551700,Census Tract 5517,"Census Tract 5517, Los Angeles County, California",6,37,551700,6186,6186,12351.66,0.500823556,6186,3508,190,6,269,66,1997,150,4978,85,0
6037551800,Census Tract 5518,"Census Tract 5518, Los Angeles County, California",6,37,551800,7717,7717,9084.509,0.849468028,7717,2764,539,0,594,0,3635,185,5507,98,0
6037551900,Census Tract 5519,"Census Tract 5519, Los Angeles County, California",6,37,551900,5199,5199,8737.95,0.594990788,5199,2035,346,11,965,0,1734,108,3288,77,32
6037552001,Census Tract 5520.01,"Census Tract 5520.01, Los Angeles County, California",6,37,552001,4269,4269,13772.84,0.309957807,4269,1864,179,72,567,0,1486,101,3114,75,35
6037552002,Census Tract 5520.02,"Census Tract 5520.02, Los Angeles County, California",6,37,552002,3489,3489,12793.3,0.272720955,3489,1190,327,11,645,3,1213,100,2171,72,19
6037552100,Census Tract 5521,"Census Tract 5521, Los Angeles County, California",6,37,552100,6527,6527,11563.91,0.564428484,6527,2275,314,0,923,0,2881,134,4668,91,8
6037552200,Census Tract 5522,"Census Tract 5522, Los Angeles County, California",6,37,552200,5640,5640,8648.858,0.652109199,5640,2044,289,25,388,0,2830,64,4642,64,0
6037552301,Census Tract 5523.01,"Census Tract 5523.01, Los Angeles County, California",6,37,552301,4375,4375,9070.865,0.482313432,4375,2187,197,3,815,72,908,193,2864,116,12
6037552302,Census Tract 5523.02,"Census Tract 5523.02, Los Angeles County, California",6,37,552302,4119,4119,11095.3,0.3712384,4119,1528,321,0,874,7,1350,39,2214,27,0
6037552400,Census Tract 5524,"Census Tract 5524, Los Angeles County, California",6,37,552400,2548,2548,7044.081,0.361722139,2548,1144,123,28,183,0,1012,58,2095,19,0
6037552601,Census Tract 5526.01,"Census Tract 5526.01, Los Angeles County, California",6,37,552601,5245,5245,19095.96,0.274665365,5245,2568,65,13,289,0,2027,283,4760,246,0
6037552602,Census Tract 5526.02,"Census Tract 5526.02, Los Angeles County, California",6,37,552602,4725,4725,8902.012,0.530778907,4725,1776,220,0,1474,0,1197,58,2716,13,6
6037552700,Census Tract 5527,"Census Tract 5527, Los Angeles County, California",6,37,552700,7208,7208,13572.89,0.531058445,7208,3676,53,81,726,12,2514,146,5445,126,10
6037552800,Census Tract 5528,"Census Tract 5528, Los Angeles County, California",6,37,552800,6168,6168,12347.84,0.499520461,6168,2300,89,0,939,19,2616,205,4466,166,31
6037552900,Census Tract 5529,"Census Tract 5529, Los Angeles County, California",6,37,552900,6833,6833,13509.52,0.505791533,6833,2253,462,38,1242,195,2463,180,4041,73,0
6037553000,Census Tract 5530,"Census Tract 5530, Los Angeles County, California",6,37,553000,5030,5030,10306.04,0.488063265,5030,2654,102,6,317,0,1746,205,3748,132,0
6037553100,Census Tract 5531,"Census Tract 5531, Los Angeles County, California",6,37,553100,6941,6941,9052.291,0.766767259,6941,2514,839,82,1011,184,1856,455,3392,211,0
6037553200,Census Tract 5532,"Census Tract 5532, Los Angeles County, California",6,37,553200,7508,7508,10448,0.718606418,7508,2872,432,38,635,0,3319,212,5259,135,0
6037553300,Census Tract 5533,"Census Tract 5533, Los Angeles County, California",6,37,553300,3092,3092,9524.291,0.324643589,3092,1187,49,2,331,23,1348,152,2076,112,9
6037553400,Census Tract 5534,"Census Tract 5534, Los Angeles County, California",6,37,553400,3629,3629,12819.1,0.283093204,3629,2054,87,4,197,279,916,92,2786,92,19
6037553502,Census Tract 5535.02,"Census Tract 5535.02, Los Angeles County, California",6,37,553502,4268,4268,8734.396,0.488642805,4268,2130,523,0,155,0,1376,84,3193,77,0
6037553503,Census Tract 5535.03,"Census Tract 5535.03, Los Angeles County, California",6,37,553503,2883,2883,17641.74,0.16341929,2883,1591,352,0,79,0,788,73,2359,73,0
6037553504,Census Tract 5535.04,"Census Tract 5535.04, Los Angeles County, California",6,37,553504,6039,6039,24489.36,0.246596895,6039,3286,571,0,221,0,1720,241,5097,200,0
6037553601,Census Tract 5536.01,"Census Tract 5536.01, Los Angeles County, California",6,37,553601,4766,4766,5821.771,0.818651283,4766,2599,418,36,138,126,1330,119,3926,88,0
6037553602,Census Tract 5536.02,"Census Tract 5536.02, Los Angeles County, California",6,37,553602,5016,5016,21527.08,0.233008802,5016,2596,1183,64,75,67,913,118,3485,105,18
6037553701,Census Tract 5537.01,"Census Tract 5537.01, Los Angeles County, California",6,37,553701,4139,4139,10761.72,0.384604099,4139,2797,87,5,9,0,1155,86,3957,80,0
6037553702,Census Tract 5537.02,"Census Tract 5537.02, Los Angeles County, California",6,37,553702,4668,4668,14517.47,0.321543575,4668,2276,298,0,56,0,1995,43,4279,31,9
6037553801,Census Tract 5538.01,"Census Tract 5538.01, Los Angeles County, California",6,37,553801,4483,4483,8967.129,0.499937065,4483,1793,642,0,84,195,1753,16,3468,8,0
6037553802,Census Tract 5538.02,"Census Tract 5538.02, Los Angeles County, California",6,37,553802,6467,6467,9625.724,0.671845584,6467,3532,739,45,211,0,1767,173,4985,61,14
6037553901,Census Tract 5539.01,"Census Tract 5539.01, Los Angeles County, California",6,37,553901,6737,6737,13659,0.493227768,6737,3702,266,0,394,0,1897,478,5621,321,0
6037553902,Census Tract 5539.02,"Census Tract 5539.02, Los Angeles County, California",6,37,553902,5310,5310,13025.89,0.407649765,5310,2239,504,45,150,69,2141,162,3903,90,0
6037554001,Census Tract 5540.01,"Census Tract 5540.01, Los Angeles County, California",6,37,554001,3627,3627,8676.04,0.418047883,3627,1693,215,9,482,0,1218,10,1936,10,26
6037554002,Census Tract 5540.02,"Census Tract 5540.02, Los Angeles County, California",6,37,554002,5843,5843,11919.1,0.490221576,5843,1865,579,25,877,0,2381,116,3379,59,3
6037554101,Census Tract 5541.01,"Census Tract 5541.01, Los Angeles County, California",6,37,554101,3655,3655,19974.95,0.182979226,3655,1020,297,37,325,13,1882,81,2683,17,15
6037554103,Census Tract 5541.03,"Census Tract 5541.03, Los Angeles County, California",6,37,554103,1523,1523,10702.26,0.142306451,1523,389,177,0,247,0,639,71,893,41,0
6037554104,Census Tract 5541.04,"Census Tract 5541.04, Los Angeles County, California",6,37,554104,2505,2505,17800.58,0.140725749,2505,565,398,10,380,0,960,192,1415,170,0
6037554105,Census Tract 5541.05,"Census Tract 5541.05, Los Angeles County, California",6,37,554105,4569,4569,35095.54,0.130187476,4569,1243,1093,54,429,0,1524,226,2308,188,0
6037554201,Census Tract 5542.01,"Census Tract 5542.01, Los Angeles County, California",6,37,554201,4671,4671,12457.08,0.374967374,4671,1602,222,0,466,0,2136,245,3247,211,33
6037554203,Census Tract 5542.03,"Census Tract 5542.03, Los Angeles County, California",6,37,554203,3671,3671,13894.47,0.264205857,3671,1744,183,19,280,134,1078,233,2025,0,8
6037554204,Census Tract 5542.04,"Census Tract 5542.04, Los Angeles County, California",6,37,554204,4417,4417,17350.18,0.254579558,4417,1374,544,0,456,0,1774,269,2765,124,173
6037554301,Census Tract 5543.01,"Census Tract 5543.01, Los Angeles County, California",6,37,554301,3348,3348,12835.05,0.260848313,3348,790,516,0,337,0,1666,39,2143,39,0
6037554302,Census Tract 5543.02,"Census Tract 5543.02, Los Angeles County, California",6,37,554302,4400,4400,15868.9,0.277271941,4400,637,765,6,859,77,1878,178,2344,70,15
6037554403,Census Tract 5544.03,"Census Tract 5544.03, Los Angeles County, California",6,37,554403,5588,5588,17148.34,0.325862514,5588,1252,1256,6,582,19,2246,227,2692,86,10
6037554404,Census Tract 5544.04,"Census Tract 5544.04, Los Angeles County, California",6,37,554404,4096,4096,12590.59,0.325322357,4096,1145,891,10,671,0,1164,215,1988,141,0
6037554405,Census Tract 5544.05,"Census Tract 5544.05, Los Angeles County, California",6,37,554405,3045,3045,10302.17,0.295568937,3045,727,845,20,358,13,947,135,1264,41,0
6037554406,Census Tract 5544.06,"Census Tract 5544.06, Los Angeles County, California",6,37,554406,5030,5030,11807.71,0.425992707,5030,2069,500,13,1182,0,1096,170,1357,83,56
6037554511,Census Tract 5545.11,"Census Tract 5545.11, Los Angeles County, California",6,37,554511,4180,4180,4650.046,0.898915748,4180,938,238,0,2749,73,62,120,446,17,33
6037554512,Census Tract 5545.12,"Census Tract 5545.12, Los Angeles County, California",6,37,554512,6231,6231,4210.103,1.48001149,6231,1132,264,0,4451,0,171,213,495,63,184
6037554513,Census Tract 5545.13,"Census Tract 5545.13, Los Angeles County, California",6,37,554513,2727,2727,12460.41,0.218853138,2727,435,165,0,1876,0,80,171,261,0,46
6037554514,Census Tract 5545.14,"Census Tract 5545.14, Los Angeles County, California",6,37,554514,4796,4796,8244.586,0.58171505,4796,868,454,11,2864,19,407,173,639,38,65
6037554515,Census Tract 5545.15,"Census Tract 5545.15, Los Angeles County, California",6,37,554515,3738,3738,8007.556,0.466809113,3738,927,409,0,1597,84,86,635,474,190,22
6037554516,Census Tract 5545.16,"Census Tract 5545.16, Los Angeles County, California",6,37,554516,3955,3955,7045.679,0.561336964,3955,738,552,18,2356,0,181,110,664,110,60
6037554517,Census Tract 5545.17,"Census Tract 5545.17, Los Angeles County, California",6,37,554517,4389,4389,8604.787,0.510064911,4389,603,98,0,3266,0,193,229,393,30,76
6037554518,Census Tract 5545.18,"Census Tract 5545.18, Los Angeles County, California",6,37,554518,5420,5420,8057.023,0.672705047,5420,1062,395,0,3398,0,450,115,763,36,58
6037554519,Census Tract 5545.19,"Census Tract 5545.19, Los Angeles County, California",6,37,554519,3675,3675,5788.149,0.634918,3675,608,141,112,2348,35,136,295,385,180,74
6037554521,Census Tract 5545.21,"Census Tract 5545.21, Los Angeles County, California",6,37,554521,6193,6193,3320.532,1.865062695,6193,1792,565,10,2740,15,695,376,1388,86,67
6037554522,Census Tract 5545.22,"Census Tract 5545.22, Los Angeles County, California",6,37,554522,4868,4868,5854.156,0.831545938,4868,1223,459,51,2462,0,365,308,846,116,79
6037554600,Census Tract 5546,"Census Tract 5546, Los Angeles County, California",6,37,554600,4507,4507,11047.94,0.40794938,4507,2144,193,6,1497,0,510,157,2247,63,26
6037554700,Census Tract 5547,"Census Tract 5547, Los Angeles County, California",6,37,554700,4437,4437,14338.91,0.309437727,4437,1446,63,26,661,17,2118,106,3472,89,0
6037554801,Census Tract 5548.01,"Census Tract 5548.01, Los Angeles County, California",6,37,554801,3053,3053,8742.607,0.34920934,3053,1244,33,7,350,0,1288,131,2352,34,0
6037554802,Census Tract 5548.02,"Census Tract 5548.02, Los Angeles County, California",6,37,554802,6477,6477,10925.94,0.59280931,6477,2001,220,29,2896,30,989,312,1748,35,42
6037554900,Census Tract 5549,"Census Tract 5549, Los Angeles County, California",6,37,554900,7287,7287,10737.88,0.678625538,7287,2251,229,48,3025,34,1397,303,2589,148,130
6037555001,Census Tract 5550.01,"Census Tract 5550.01, Los Angeles County, California",6,37,555001,5454,5454,11189.31,0.487429671,5454,1678,344,66,1671,0,1324,371,2538,275,41
6037555002,Census Tract 5550.02,"Census Tract 5550.02, Los Angeles County, California",6,37,555002,3512,3512,10272.41,0.341886526,3512,1620,191,7,603,135,856,100,1438,0,84
6037555102,Census Tract 5551.02,"Census Tract 5551.02, Los Angeles County, California",6,37,555102,6001,6001,10484.81,0.572352073,6001,1219,620,57,1655,73,2159,218,2899,122,97
6037555103,Census Tract 5551.03,"Census Tract 5551.03, Los Angeles County, California",6,37,555103,4876,4876,13192.25,0.369610979,4876,1535,467,49,1785,0,891,149,1634,64,74
6037555104,Census Tract 5551.04,"Census Tract 5551.04, Los Angeles County, California",6,37,555104,4237,4237,12948.64,0.327215802,4237,1443,363,12,1036,12,1225,146,2099,37,78
6037555202,Census Tract 5552.02,"Census Tract 5552.02, Los Angeles County, California",6,37,555202,3537,3537,8595.545,0.411492254,3537,2836,101,0,423,0,127,50,950,0,22
6037555211,Census Tract 5552.11,"Census Tract 5552.11, Los Angeles County, California",6,37,555211,5796,5796,18922.75,0.306297944,5796,1229,102,10,382,0,3938,135,5208,125,0
6037555212,Census Tract 5552.12,"Census Tract 5552.12, Los Angeles County, California",6,37,555212,4849,4849,18460.13,0.26267419,4849,1319,205,46,323,0,2810,146,3625,71,0
6037570001,Census Tract 5700.01,"Census Tract 5700.01, Los Angeles County, California",6,37,570001,4951,4951,8367.798,0.591673012,4951,2371,350,9,887,286,667,381,1329,93,0
6037570002,Census Tract 5700.02,"Census Tract 5700.02, Los Angeles County, California",6,37,570002,2935,2935,9777.852,0.300168186,2935,1628,250,10,325,108,459,155,1076,100,38
6037570003,Census Tract 5700.03,"Census Tract 5700.03, Los Angeles County, California",6,37,570003,4076,4076,9244.555,0.44090822,4076,2052,325,9,750,0,789,151,1555,109,0
6037570100,Census Tract 5701,"Census Tract 5701, Los Angeles County, California",6,37,570100,3266,3266,7325.95,0.44581249,3266,1225,890,0,510,50,506,85,1151,52,22
6037570202,Census Tract 5702.02,"Census Tract 5702.02, Los Angeles County, California",6,37,570202,5982,5982,9306.9,0.642748924,5982,1753,944,29,630,101,2424,101,3816,63,29
6037570203,Census Tract 5702.03,"Census Tract 5702.03, Los Angeles County, California",6,37,570203,4071,4071,8100.304,0.502573757,4071,921,877,0,80,41,2118,34,2931,13,0
6037570204,Census Tract 5702.04,"Census Tract 5702.04, Los Angeles County, California",6,37,570204,4384,4384,20716.43,0.211619513,4384,1204,810,17,595,0,1736,22,2482,22,0
6037570301,Census Tract 5703.01,"Census Tract 5703.01, Los Angeles County, California",6,37,570301,7585,7585,16943.2,0.447672344,7585,2380,977,0,601,157,3056,414,5148,143,0
6037570303,Census Tract 5703.03,"Census Tract 5703.03, Los Angeles County, California",6,37,570303,4239,4239,18283.85,0.231843931,4239,1043,561,0,524,219,1638,254,2632,148,15
6037570304,Census Tract 5703.04,"Census Tract 5703.04, Los Angeles County, California",6,37,570304,5112,5112,24250.58,0.210799046,5112,1133,1095,36,517,10,2154,167,3279,143,7
6037570402,Census Tract 5704.02,"Census Tract 5704.02, Los Angeles County, California",6,37,570402,3509,3509,6350.574,0.552548506,3509,599,1529,0,138,59,1003,181,1696,149,16
6037570403,Census Tract 5704.03,"Census Tract 5704.03, Los Angeles County, California",6,37,570403,4893,4893,22206.63,0.220339631,4893,1050,440,0,308,0,2991,104,3993,59,0
6037570404,Census Tract 5704.04,"Census Tract 5704.04, Los Angeles County, California",6,37,570404,3554,3554,11270.41,0.315338913,3554,847,691,29,153,137,1595,102,2440,33,7
6037570501,Census Tract 5705.01,"Census Tract 5705.01, Los Angeles County, California",6,37,570501,7625,7625,13290.38,0.573723121,7625,2239,1103,0,734,405,2825,319,4411,232,124
6037570502,Census Tract 5705.02,"Census Tract 5705.02, Los Angeles County, California",6,37,570502,6502,6502,8429.234,0.771363033,6502,2030,532,10,1213,23,2219,475,3654,209,65
6037570601,Census Tract 5706.01,"Census Tract 5706.01, Los Angeles County, California",6,37,570601,5626,5626,18670.37,0.301333056,5626,1237,1183,252,819,40,2013,82,2865,0,33
6037570602,Census Tract 5706.02,"Census Tract 5706.02, Los Angeles County, California",6,37,570602,6555,6555,16285.28,0.402510745,6555,1921,810,107,1523,60,1892,242,3530,113,145
6037570603,Census Tract 5706.03,"Census Tract 5706.03, Los Angeles County, California",6,37,570603,5069,5069,17869.04,0.283675059,5069,1046,2519,0,225,153,932,194,1841,143,5
6037570701,Census Tract 5707.01,"Census Tract 5707.01, Los Angeles County, California",6,37,570701,7199,7199,10493.1,0.686069974,7199,2190,1130,0,1909,0,1346,624,2632,447,0
6037570702,Census Tract 5707.02,"Census Tract 5707.02, Los Angeles County, California",6,37,570702,2284,2284,8743.635,0.261218585,2284,1104,245,58,297,5,488,87,858,0,0
6037570800,Census Tract 5708,"Census Tract 5708, Los Angeles County, California",6,37,570800,5262,5262,5696.093,0.923791153,5262,3353,212,28,718,11,744,196,1646,105,34
6037570901,Census Tract 5709.01,"Census Tract 5709.01, Los Angeles County, California",6,37,570901,5825,5825,8309.492,0.701005565,5825,3392,388,48,852,25,638,482,1497,145,44
6037570902,Census Tract 5709.02,"Census Tract 5709.02, Los Angeles County, California",6,37,570902,3765,3765,9235.904,0.407648221,3765,1952,185,5,410,0,852,361,1313,58,23
6037571000,Census Tract 5710,"Census Tract 5710, Los Angeles County, California",6,37,571000,5987,5987,8855.755,0.676057572,5987,4286,396,0,610,11,288,396,1671,162,0
6037571101,Census Tract 5711.01,"Census Tract 5711.01, Los Angeles County, California",6,37,571101,4541,4541,8884.871,0.511093488,4541,3157,121,0,359,0,554,350,1360,155,10
6037571102,Census Tract 5711.02,"Census Tract 5711.02, Los Angeles County, California",6,37,571102,3992,3992,8242.839,0.484299155,3992,2560,107,15,473,226,318,293,1165,194,87
6037571200,Census Tract 5712,"Census Tract 5712, Los Angeles County, California",6,37,571200,7850,7850,7778.625,1.009175718,7850,4442,861,0,977,0,1026,544,2321,245,77
6037571300,Census Tract 5713,"Census Tract 5713, Los Angeles County, California",6,37,571300,4432,4432,5589.609,0.792899813,4432,2651,311,0,848,13,395,214,1289,110,55
6037571400,Census Tract 5714,"Census Tract 5714, Los Angeles County, California",6,37,571400,4605,4605,5506.634,0.836264106,4605,2298,519,27,817,30,751,163,1566,46,42
6037571502,Census Tract 5715.02,"Census Tract 5715.02, Los Angeles County, California",6,37,571502,4700,4700,8855.941,0.530717131,4700,1512,964,0,1031,31,1054,108,1624,46,17
6037571503,Census Tract 5715.03,"Census Tract 5715.03, Los Angeles County, California",6,37,571503,3621,3621,10317.34,0.35096263,3621,1043,688,0,953,0,610,327,1288,261,51
6037571504,Census Tract 5715.04,"Census Tract 5715.04, Los Angeles County, California",6,37,571504,4544,4544,7785.352,0.583660233,4544,1742,841,0,500,173,1081,207,1585,102,0
6037571600,Census Tract 5716,"Census Tract 5716, Los Angeles County, California",6,37,571600,2303,2303,20643.25,0.111561907,2303,359,1314,0,57,0,525,48,793,13,0
6037571701,Census Tract 5717.01,"Census Tract 5717.01, Los Angeles County, California",6,37,571701,6155,6155,9353.215,0.658062508,6155,1969,965,0,846,83,1981,311,3762,221,0
6037571703,Census Tract 5717.03,"Census Tract 5717.03, Los Angeles County, California",6,37,571703,4087,4087,26631.04,0.153467506,4087,727,907,18,475,0,1621,339,2426,261,0
6037571704,Census Tract 5717.04,"Census Tract 5717.04, Los Angeles County, California",6,37,571704,4324,4324,23254.59,0.185941788,4324,1062,838,15,271,0,2055,83,2822,30,0
6037571800,Census Tract 5718,"Census Tract 5718, Los Angeles County, California",6,37,571800,3134,3134,3056.375,1.025397801,3134,1890,289,0,410,0,452,93,618,23,152
6037571900,Census Tract 5719,"Census Tract 5719, Los Angeles County, California",6,37,571900,5792,5792,7751.927,0.747169099,5792,3326,805,26,526,0,617,492,1777,145,25
6037572001,Census Tract 5720.01,"Census Tract 5720.01, Los Angeles County, California",6,37,572001,5805,5805,10426.39,0.556760109,5805,3566,294,0,664,0,575,706,1641,292,42
6037572002,Census Tract 5720.02,"Census Tract 5720.02, Los Angeles County, California",6,37,572002,5144,5144,12736.14,0.403889902,5144,2405,1382,0,953,55,144,205,801,35,0
6037572100,Census Tract 5721,"Census Tract 5721, Los Angeles County, California",6,37,572100,1098,1098,4205.994,0.261056036,1098,537,134,5,299,10,55,58,421,25,0
6037572201,Census Tract 5722.01,"Census Tract 5722.01, Los Angeles County, California",6,37,572201,6120,6120,10336.64,0.59206838,6120,2445,1131,24,1720,26,334,440,1949,338,119
6037572202,Census Tract 5722.02,"Census Tract 5722.02, Los Angeles County, California",6,37,572202,3739,3739,6362.746,0.587639402,3739,1193,483,0,1161,243,572,87,1328,59,36
6037572301,Census Tract 5723.01,"Census Tract 5723.01, Los Angeles County, California",6,37,572301,4118,4118,13069.98,0.315073274,4118,2131,278,0,889,57,590,173,2589,18,0
6037572302,Census Tract 5723.02,"Census Tract 5723.02, Los Angeles County, California",6,37,572302,3531,3531,12998.37,0.271649521,3531,1224,497,42,819,118,753,78,1971,8,12
6037572400,Census Tract 5724,"Census Tract 5724, Los Angeles County, California",6,37,572400,1256,1256,6973.034,0.180122456,1256,407,191,0,330,18,131,179,552,22,5
6037572500,Census Tract 5725,"Census Tract 5725, Los Angeles County, California",6,37,572500,3684,3684,16098.25,0.22884469,3684,1053,1032,0,424,73,890,212,1598,25,0
6037572600,Census Tract 5726,"Census Tract 5726, Los Angeles County, California",6,37,572600,5799,5799,12277.3,0.472335007,5799,1679,612,47,1844,128,1177,312,2915,126,0
6037572700,Census Tract 5727,"Census Tract 5727, Los Angeles County, California",6,37,572700,5556,5556,14356.72,0.386996388,5556,1744,346,28,2382,186,511,359,2154,241,34
6037572800,Census Tract 5728,"Census Tract 5728, Los Angeles County, California",6,37,572800,917,917,2209.76,0.414977212,917,400,302,0,66,7,23,119,231,13,0
6037572900,Census Tract 5729,"Census Tract 5729, Los Angeles County, California",6,37,572900,5541,5541,20567.8,0.269401634,5541,2920,352,197,823,117,919,213,3815,43,46
6037573002,Census Tract 5730.02,"Census Tract 5730.02, Los Angeles County, California",6,37,573002,4157,4157,33178.47,0.125292086,4157,2657,678,18,290,0,451,63,2918,23,23
6037573003,Census Tract 5730.03,"Census Tract 5730.03, Los Angeles County, California",6,37,573003,1919,1919,12389.79,0.15488566,1919,1047,188,39,347,0,198,100,854,58,32
6037573004,Census Tract 5730.04,"Census Tract 5730.04, Los Angeles County, California",6,37,573004,4553,4553,28697.6,0.158654403,4553,2294,1119,249,343,206,228,114,2426,42,0
6037573100,Census Tract 5731,"Census Tract 5731, Los Angeles County, California",6,37,573100,7547,7547,17146.6,0.440145669,7547,3571,1446,8,1267,0,1096,159,3969,42,0
6037573201,Census Tract 5732.01,"Census Tract 5732.01, Los Angeles County, California",6,37,573201,4775,4775,20552.83,0.232328103,4775,2462,588,51,1004,0,512,158,3041,98,37
6037573202,Census Tract 5732.02,"Census Tract 5732.02, Los Angeles County, California",6,37,573202,6220,6220,24820.93,0.250594983,6220,2964,876,156,1155,0,969,100,3775,65,6
6037573300,Census Tract 5733,"Census Tract 5733, Los Angeles County, California",6,37,573300,4153,4153,13672.34,0.303751986,4153,1421,694,0,1589,6,353,90,1655,0,12
6037573401,Census Tract 5734.01,"Census Tract 5734.01, Los Angeles County, California",6,37,573401,1466,1466,3652.436,0.401375991,1466,642,238,41,336,0,183,26,514,16,10
6037573402,Census Tract 5734.02,"Census Tract 5734.02, Los Angeles County, California",6,37,573402,6653,6653,5817.963,1.143527306,6653,3806,526,0,1563,12,351,395,2712,118,63
6037573403,Census Tract 5734.03,"Census Tract 5734.03, Los Angeles County, California",6,37,573403,3436,3436,5245.063,0.655092224,3436,1635,566,0,855,11,260,109,622,0,45
6037573601,Census Tract 5736.01,"Census Tract 5736.01, Los Angeles County, California",6,37,573601,6046,6046,4203.831,1.438212069,6046,4471,604,16,365,42,216,332,1621,62,47
6037573700,Census Tract 5737,"Census Tract 5737, Los Angeles County, California",6,37,573700,4990,4990,7087.433,0.704063108,4990,3918,110,39,500,23,40,360,996,84,37
6037573800,Census Tract 5738,"Census Tract 5738, Los Angeles County, California",6,37,573800,4377,4377,7390.019,0.59228537,4377,3211,93,200,404,43,137,289,851,138,0
6037573902,Census Tract 5739.02,"Census Tract 5739.02, Los Angeles County, California",6,37,573902,1979,1979,7469.337,0.264949876,1979,1406,135,15,242,0,29,152,380,58,9
6037574000,Census Tract 5740,"Census Tract 5740, Los Angeles County, California",6,37,574000,5319,5319,7569.748,0.702665418,5319,4172,203,23,422,0,100,399,1032,122,41
6037574100,Census Tract 5741,"Census Tract 5741, Los Angeles County, California",6,37,574100,5085,5085,7198.552,0.706392076,5085,3819,91,80,520,0,215,360,1068,161,33
6037574201,Census Tract 5742.01,"Census Tract 5742.01, Los Angeles County, California",6,37,574201,3087,3087,6250.781,0.493858273,3087,2331,108,0,398,0,148,102,839,57,35
6037574202,Census Tract 5742.02,"Census Tract 5742.02, Los Angeles County, California",6,37,574202,2330,2330,4515.27,0.516026715,2330,1781,125,0,120,9,158,137,1009,39,0
6037574300,Census Tract 5743,"Census Tract 5743, Los Angeles County, California",6,37,574300,5884,5884,6217.852,0.946307473,5884,4924,65,58,543,0,62,232,797,71,65
6037574400,Census Tract 5744,"Census Tract 5744, Los Angeles County, California",6,37,574400,5237,5237,4071.671,1.286204029,5237,4070,361,0,479,12,83,232,992,20,45
6037574500,Census Tract 5745,"Census Tract 5745, Los Angeles County, California",6,37,574500,6656,6656,6763.503,0.984105332,6656,5040,337,30,537,0,455,257,1065,0,17
6037574601,Census Tract 5746.01,"Census Tract 5746.01, Los Angeles County, California",6,37,574601,2241,2241,4475.972,0.500673362,2241,1463,93,4,442,4,75,160,563,32,25
6037574602,Census Tract 5746.02,"Census Tract 5746.02, Los Angeles County, California",6,37,574602,1217,1217,5546.042,0.219435766,1217,909,11,0,165,0,82,50,197,0,63
6037574700,Census Tract 5747,"Census Tract 5747, Los Angeles County, California",6,37,574700,139,139,855.4884,0.162480289,139,89,28,0,3,0,2,17,8,0,0
6037574800,Census Tract 5748,"Census Tract 5748, Los Angeles County, California",6,37,574800,2976,2976,6956.069,0.427827851,2976,2286,305,13,236,0,53,83,361,11,0
6037574901,Census Tract 5749.01,"Census Tract 5749.01, Los Angeles County, California",6,37,574901,3711,3711,7165.32,0.51791128,3711,2889,41,26,350,0,171,234,677,98,0
6037574902,Census Tract 5749.02,"Census Tract 5749.02, Los Angeles County, California",6,37,574902,5528,5528,17822.9,0.310162827,5528,3041,633,82,1323,8,49,392,1086,92,19
6037575001,Census Tract 5750.01,"Census Tract 5750.01, Los Angeles County, California",6,37,575001,3763,3763,10346.47,0.363698982,3763,2157,469,36,721,0,192,188,973,30,0
6037575002,Census Tract 5750.02,"Census Tract 5750.02, Los Angeles County, California",6,37,575002,5045,5045,13540.18,0.372594777,5045,3126,389,8,907,0,372,243,1483,51,52
6037575101,Census Tract 5751.01,"Census Tract 5751.01, Los Angeles County, California",6,37,575101,4350,4350,26726.81,0.162757897,4350,2627,542,62,739,0,285,95,2320,61,15
6037575102,Census Tract 5751.02,"Census Tract 5751.02, Los Angeles County, California",6,37,575102,4143,4143,26431.96,0.156742039,4143,2142,471,19,857,0,560,94,2450,19,20
6037575103,Census Tract 5751.03,"Census Tract 5751.03, Los Angeles County, California",6,37,575103,4952,4952,26580.61,0.186301249,4952,2424,856,160,485,87,692,248,2355,137,8
6037575201,Census Tract 5752.01,"Census Tract 5752.01, Los Angeles County, California",6,37,575201,4714,4714,21548.34,0.218763948,4714,1799,729,119,1312,0,521,234,2427,154,39
6037575202,Census Tract 5752.02,"Census Tract 5752.02, Los Angeles County, California",6,37,575202,4371,4371,28015.56,0.156020414,4371,2395,318,0,1020,0,561,77,2932,43,0
6037575300,Census Tract 5753,"Census Tract 5753, Los Angeles County, California",6,37,575300,4529,4529,18100.09,0.250219692,4529,2162,744,20,994,26,539,44,2733,44,88
6037575401,Census Tract 5754.01,"Census Tract 5754.01, Los Angeles County, California",6,37,575401,4853,4853,15301.27,0.317163246,4853,3179,390,238,132,0,746,168,3976,123,0
