FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037211120,"Census Tract 2111.20, Los Angeles County, California","Census Tract 2111.20, Los Angeles County, California",6,37,211120,5386,2726,2550,167,2383
6037211121,"Census Tract 2111.21, Los Angeles County, California","Census Tract 2111.21, Los Angeles County, California",6,37,211121,2396,1003,907,54,853
6037211122,"Census Tract 2111.22, Los Angeles County, California","Census Tract 2111.22, Los Angeles County, California",6,37,211122,2703,1385,1189,13,1176
6037211201,"Census Tract 2112.01, Los Angeles County, California","Census Tract 2112.01, Los Angeles County, California",6,37,211201,2921,969,906,37,869
6037211202,"Census Tract 2112.02, Los Angeles County, California","Census Tract 2112.02, Los Angeles County, California",6,37,211202,2491,989,922,13,909
6037211310,"Census Tract 2113.10, Los Angeles County, California","Census Tract 2113.10, Los Angeles County, California",6,37,211310,4252,1349,1313,53,1260
6037211320,"Census Tract 2113.20, Los Angeles County, California","Census Tract 2113.20, Los Angeles County, California",6,37,211320,3206,1291,1198,12,1186
6037211410,"Census Tract 2114.10, Los Angeles County, California","Census Tract 2114.10, Los Angeles County, California",6,37,211410,2845,1206,1141,110,1031
6037211420,"Census Tract 2114.20, Los Angeles County, California","Census Tract 2114.20, Los Angeles County, California",6,37,211420,3238,1417,1277,270,1007
6037211500,"Census Tract 2115, Los Angeles County, California","Census Tract 2115, Los Angeles County, California",6,37,211500,5024,1856,1841,651,1190
6037211701,"Census Tract 2117.01, Los Angeles County, California","Census Tract 2117.01, Los Angeles County, California",6,37,211701,3150,1224,1129,387,742
6037211703,"Census Tract 2117.03, Los Angeles County, California","Census Tract 2117.03, Los Angeles County, California",6,37,211703,5184,2148,1998,229,1769
6037211704,"Census Tract 2117.04, Los Angeles County, California","Census Tract 2117.04, Los Angeles County, California",6,37,211704,2944,1743,1580,79,1501
6037211802,"Census Tract 2118.02, Los Angeles County, California","Census Tract 2118.02, Los Angeles County, California",6,37,211802,4429,2336,2164,136,2028
6037211803,"Census Tract 2118.03, Los Angeles County, California","Census Tract 2118.03, Los Angeles County, California",6,37,211803,3808,1727,1634,39,1595
6037211804,"Census Tract 2118.04, Los Angeles County, California","Census Tract 2118.04, Los Angeles County, California",6,37,211804,3220,1414,1320,35,1285
6037211910,"Census Tract 2119.10, Los Angeles County, California","Census Tract 2119.10, Los Angeles County, California",6,37,211910,4825,1892,1709,50,1659
6037211921,"Census Tract 2119.21, Los Angeles County, California","Census Tract 2119.21, Los Angeles County, California",6,37,211921,2213,1085,995,6,989
6037211922,"Census Tract 2119.22, Los Angeles County, California","Census Tract 2119.22, Los Angeles County, California",6,37,211922,3679,1469,1346,33,1313
6037212101,"Census Tract 2121.01, Los Angeles County, California","Census Tract 2121.01, Los Angeles County, California",6,37,212101,2175,1330,1184,144,1040
6037212102,"Census Tract 2121.02, Los Angeles County, California","Census Tract 2121.02, Los Angeles County, California",6,37,212102,2192,1293,1287,27,1260
6037212202,"Census Tract 2122.02, Los Angeles County, California","Census Tract 2122.02, Los Angeles County, California",6,37,212202,3515,1219,1147,68,1079
6037212203,"Census Tract 2122.03, Los Angeles County, California","Census Tract 2122.03, Los Angeles County, California",6,37,212203,2930,1139,1076,8,1068
6037212204,"Census Tract 2122.04, Los Angeles County, California","Census Tract 2122.04, Los Angeles County, California",6,37,212204,3837,1311,1204,35,1169
6037212303,"Census Tract 2123.03, Los Angeles County, California","Census Tract 2123.03, Los Angeles County, California",6,37,212303,3187,1297,1174,0,1174
6037212304,"Census Tract 2123.04, Los Angeles County, California","Census Tract 2123.04, Los Angeles County, California",6,37,212304,1912,884,804,0,804
6037212305,"Census Tract 2123.05, Los Angeles County, California","Census Tract 2123.05, Los Angeles County, California",6,37,212305,2999,1107,1019,17,1002
6037212306,"Census Tract 2123.06, Los Angeles County, California","Census Tract 2123.06, Los Angeles County, California",6,37,212306,3378,1246,1160,29,1131
6037212410,"Census Tract 2124.10, Los Angeles County, California","Census Tract 2124.10, Los Angeles County, California",6,37,212410,4160,1774,1593,79,1514
6037212420,"Census Tract 2124.20, Los Angeles County, California","Census Tract 2124.20, Los Angeles County, California",6,37,212420,3250,1284,1247,57,1190
6037212501,"Census Tract 2125.01, Los Angeles County, California","Census Tract 2125.01, Los Angeles County, California",6,37,212501,2154,1020,949,15,934
6037212502,"Census Tract 2125.02, Los Angeles County, California","Census Tract 2125.02, Los Angeles County, California",6,37,212502,2963,1373,1230,77,1153
6037212610,"Census Tract 2126.10, Los Angeles County, California","Census Tract 2126.10, Los Angeles County, California",6,37,212610,4156,1972,1820,312,1508
6037212620,"Census Tract 2126.20, Los Angeles County, California","Census Tract 2126.20, Los Angeles County, California",6,37,212620,4576,1897,1743,122,1621
6037212701,"Census Tract 2127.01, Los Angeles County, California","Census Tract 2127.01, Los Angeles County, California",6,37,212701,2390,802,763,304,459
6037212702,"Census Tract 2127.02, Los Angeles County, California","Census Tract 2127.02, Los Angeles County, California",6,37,212702,3733,1551,1492,740,752
6037212800,"Census Tract 2128, Los Angeles County, California","Census Tract 2128, Los Angeles County, California",6,37,212800,3715,1410,1335,495,840
6037212900,"Census Tract 2129, Los Angeles County, California","Census Tract 2129, Los Angeles County, California",6,37,212900,4312,1594,1491,110,1381
6037213100,"Census Tract 2131, Los Angeles County, California","Census Tract 2131, Los Angeles County, California",6,37,213100,3073,1015,958,295,663
6037213201,"Census Tract 2132.01, Los Angeles County, California","Census Tract 2132.01, Los Angeles County, California",6,37,213201,4293,1579,1475,134,1341
6037213202,"Census Tract 2132.02, Los Angeles County, California","Census Tract 2132.02, Los Angeles County, California",6,37,213202,3935,1356,1296,120,1176
6037213310,"Census Tract 2133.10, Los Angeles County, California","Census Tract 2133.10, Los Angeles County, California",6,37,213310,3696,1193,1142,124,1018
6037213320,"Census Tract 2133.20, Los Angeles County, California","Census Tract 2133.20, Los Angeles County, California",6,37,213320,2179,1044,921,29,892
6037213401,"Census Tract 2134.01, Los Angeles County, California","Census Tract 2134.01, Los Angeles County, California",6,37,213401,5496,1776,1745,39,1706
6037213402,"Census Tract 2134.02, Los Angeles County, California","Census Tract 2134.02, Los Angeles County, California",6,37,213402,4632,1659,1515,77,1438
6037214000,"Census Tract 2140, Los Angeles County, California","Census Tract 2140, Los Angeles County, California",6,37,214000,3579,1401,1389,790,599
6037214100,"Census Tract 2141, Los Angeles County, California","Census Tract 2141, Los Angeles County, California",6,37,214100,4042,1798,1672,595,1077
6037214400,"Census Tract 2144, Los Angeles County, California","Census Tract 2144, Los Angeles County, California",6,37,214400,2987,1839,1641,69,1572
6037214501,"Census Tract 2145.01, Los Angeles County, California","Census Tract 2145.01, Los Angeles County, California",6,37,214501,2792,1644,1525,40,1485
6037214502,"Census Tract 2145.02, Los Angeles County, California","Census Tract 2145.02, Los Angeles County, California",6,37,214502,5137,2836,2479,0,2479
6037214503,"Census Tract 2145.03, Los Angeles County, California","Census Tract 2145.03, Los Angeles County, California",6,37,214503,3419,1650,1522,0,1522
6037214600,"Census Tract 2146, Los Angeles County, California","Census Tract 2146, Los Angeles County, California",6,37,214600,2389,1418,1310,328,982
6037214700,"Census Tract 2147, Los Angeles County, California","Census Tract 2147, Los Angeles County, California",6,37,214700,2523,1315,1223,584,639
6037214800,"Census Tract 2148, Los Angeles County, California","Census Tract 2148, Los Angeles County, California",6,37,214800,2822,1526,1352,385,967
6037214901,"Census Tract 2149.01, Los Angeles County, California","Census Tract 2149.01, Los Angeles County, California",6,37,214901,2755,2263,2038,482,1556
6037214902,"Census Tract 2149.02, Los Angeles County, California","Census Tract 2149.02, Los Angeles County, California",6,37,214902,2607,1704,1519,270,1249
6037215101,"Census Tract 2151.01, Los Angeles County, California","Census Tract 2151.01, Los Angeles County, California",6,37,215101,2370,1734,1542,30,1512
6037215102,"Census Tract 2151.02, Los Angeles County, California","Census Tract 2151.02, Los Angeles County, California",6,37,215102,3271,2216,2033,0,2033
6037216100,"Census Tract 2161, Los Angeles County, California","Census Tract 2161, Los Angeles County, California",6,37,216100,2537,1135,986,560,426
6037216200,"Census Tract 2162, Los Angeles County, California","Census Tract 2162, Los Angeles County, California",6,37,216200,4880,2698,2556,607,1949
6037216300,"Census Tract 2163, Los Angeles County, California","Census Tract 2163, Los Angeles County, California",6,37,216300,4807,2549,2461,863,1598
6037216401,"Census Tract 2164.01, Los Angeles County, California","Census Tract 2164.01, Los Angeles County, California",6,37,216401,4856,2266,2121,299,1822
6037216402,"Census Tract 2164.02, Los Angeles County, California","Census Tract 2164.02, Los Angeles County, California",6,37,216402,2788,1515,1421,183,1238
6037216700,"Census Tract 2167, Los Angeles County, California","Census Tract 2167, Los Angeles County, California",6,37,216700,4044,1753,1640,629,1011
6037216800,"Census Tract 2168, Los Angeles County, California","Census Tract 2168, Los Angeles County, California",6,37,216800,3473,1589,1533,565,968
6037216900,"Census Tract 2169, Los Angeles County, California","Census Tract 2169, Los Angeles County, California",6,37,216900,4855,2624,2534,1245,1289
6037217001,"Census Tract 2170.01, Los Angeles County, California","Census Tract 2170.01, Los Angeles County, California",6,37,217001,2612,1105,1034,371,663
6037217002,"Census Tract 2170.02, Los Angeles County, California","Census Tract 2170.02, Los Angeles County, California",6,37,217002,5119,2345,2233,612,1621
6037217100,"Census Tract 2171, Los Angeles County, California","Census Tract 2171, Los Angeles County, California",6,37,217100,5607,2475,2225,571,1654
6037217200,"Census Tract 2172, Los Angeles County, California","Census Tract 2172, Los Angeles County, California",6,37,217200,3891,1687,1532,341,1191
6037218110,"Census Tract 2181.10, Los Angeles County, California","Census Tract 2181.10, Los Angeles County, California",6,37,218110,3584,1263,1263,381,882
6037218120,"Census Tract 2181.20, Los Angeles County, California","Census Tract 2181.20, Los Angeles County, California",6,37,218120,4842,1501,1438,285,1153
6037218210,"Census Tract 2182.10, Los Angeles County, California","Census Tract 2182.10, Los Angeles County, California",6,37,218210,3911,1262,1116,209,907
6037218220,"Census Tract 2182.20, Los Angeles County, California","Census Tract 2182.20, Los Angeles County, California",6,37,218220,4591,1602,1528,499,1029
6037218300,"Census Tract 2183, Los Angeles County, California","Census Tract 2183, Los Angeles County, California",6,37,218300,5475,2190,2016,591,1425
6037218400,"Census Tract 2184, Los Angeles County, California","Census Tract 2184, Los Angeles County, California",6,37,218400,4162,1541,1509,550,959
6037218500,"Census Tract 2185, Los Angeles County, California","Census Tract 2185, Los Angeles County, California",6,37,218500,3167,1063,1048,392,656
6037218600,"Census Tract 2186, Los Angeles County, California","Census Tract 2186, Los Angeles County, California",6,37,218600,3640,1149,1089,417,672
6037218701,"Census Tract 2187.01, Los Angeles County, California","Census Tract 2187.01, Los Angeles County, California",6,37,218701,2099,900,797,334,463
6037218702,"Census Tract 2187.02, Los Angeles County, California","Census Tract 2187.02, Los Angeles County, California",6,37,218702,2305,839,801,184,617
6037218800,"Census Tract 2188, Los Angeles County, California","Census Tract 2188, Los Angeles County, California",6,37,218800,2565,911,817,190,627
6037218900,"Census Tract 2189, Los Angeles County, California","Census Tract 2189, Los Angeles County, California",6,37,218900,5469,2224,1958,274,1684
6037219010,"Census Tract 2190.10, Los Angeles County, California","Census Tract 2190.10, Los Angeles County, California",6,37,219010,2652,831,775,370,405
6037219020,"Census Tract 2190.20, Los Angeles County, California","Census Tract 2190.20, Los Angeles County, California",6,37,219020,3920,1483,1267,655,612
